Symbol,Ask,Bid,%Chg~,Volume~,"Exp Date",DTE,Strike,Type,Moneyness,Ask,Last,Volume,"Total OI","IV Rank",Delta,Theta,Vega,"BE (Ask)","%BE (Ask)","Yield to Strike%","Ann Yield to Strike%","ITM Prob","OTM Prob","Short Term~"
LLY,725.51,725.02,+4.51%,4270270,2025-09-19,24,725.00,Call,+0.09%,23.15,22.58,217,466328,12.85%,-0.528599,0.484024,-0.739516,702.48,-3.19%,3.10%,47.20%,50.46%,49.54%,Sell
NVDA,181.56,181.55,+0.85%,88691197,2025-10-03,38,185.00,Call,-1.83%,8.7,8.7,889,18849266,28.24%,-0.485187,0.139817,-0.233467,172.98,-4.79%,4.65%,44.65%,44.73%,55.27%,Buy
PLTR,160.29,160.25,+1.56%,51348902,2025-09-19,24,170.00,Call,-5.54%,5.05,5,1990,3657659,19.19%,-0.367662,0.173464,-0.155238,156.02,-3.14%,2.91%,44.28%,34.19%,65.81%,Buy
AMD,166.66,166.63,+1.78%,38746301,2025-09-19,24,172.50,Call,-3.64%,5.1,4.9,1860,3789315,16.19%,-0.406431,0.156365,-0.165652,161.34,-3.06%,2.90%,44.08%,37.33%,62.67%,Buy
PANW,184.54,184.5,-0.12%,2761136,2025-09-19,24,185.00,Call,-0.21%,5.45,5.4,257,794675,7.58%,-0.518429,0.121763,-0.18864,179.17,-2.95%,2.89%,43.98%,48.87%,51.13%,Sell
PYPL,69.72,69.71,+0.36%,3385274,2025-09-19,24,70.00,Call,-0.37%,2.06,2.03,295,1316385,5.01%,-0.504723,0.047589,-0.071258,67.68,-2.95%,2.86%,43.45%,48.03%,51.97%,Sell
META,750.54,750.25,-0.41%,2927600,2025-09-19,24,750.00,Call,+0.20%,21.55,21.44,316,1985601,2.00%,-0.535679,0.457861,-0.764818,729.98,-2.87%,2.84%,43.19%,51.21%,48.79%,Buy
PLTR,160.29,160.25,+1.56%,51348902,2025-09-26,31,170.00,Call,-5.54%,6.2,6.17,454,3657659,19.19%,-0.392182,0.157049,-0.17994,154.87,-3.85%,3.59%,42.25%,36.02%,63.98%,Buy
LLY,725.51,725.02,+4.51%,4270270,2025-09-19,24,730.00,Call,-0.60%,20.75,20.93,172,466328,12.85%,-0.492522,0.488949,-0.741339,704.88,-2.86%,2.77%,42.08%,46.85%,53.15%,Sell
PLTR,160.29,160.25,+1.56%,51348902,2025-10-03,38,170.00,Call,-5.54%,7.95,7.4,197,3657659,19.19%,-0.412914,0.146915,-0.201874,153.12,-4.94%,4.26%,40.96%,37.52%,62.48%,Buy
NVDA,181.56,181.55,+0.85%,88691197,2025-09-19,24,190.00,Call,-4.58%,5.15,5.1,13885,18849266,28.24%,-0.375957,0.172218,-0.176623,176.53,-2.83%,2.68%,40.82%,34.83%,65.17%,Buy
AMD,166.66,166.63,+1.78%,38746301,2025-09-26,31,172.50,Call,-3.64%,6.05,5.85,90,3789315,16.19%,-0.424621,0.138796,-0.19015,160.39,-3.63%,3.45%,40.61%,38.68%,61.32%,Buy
AMZN,227.69,227.67,-0.17%,9986452,2025-09-19,24,227.50,Call,+0.18%,6.15,6.12,390,3733941,2.95%,-0.537467,0.131502,-0.23194,221.77,-2.70%,2.66%,40.44%,51.18%,48.82%,Buy
GOOGL,206.88,206.86,-0.83%,11414551,2025-09-19,24,210.00,Call,-1.24%,5.6,5.55,2542,3419740,28.42%,-0.454445,0.149089,-0.210134,201.83,-2.70%,2.62%,39.83%,44.02%,55.98%,Buy
AVGO,298.09,297.89,+1.01%,7837189,2025-09-19,24,317.50,Call,-6.35%,8.25,7.85,52,1798398,34.15%,-0.346066,0.29879,-0.282668,290.28,-2.76%,2.55%,38.80%,31.26%,68.74%,Buy
NVO,55.01,55,-2.31%,9313560,2025-09-19,24,57.00,Call,-3.86%,1.47,1.44,68,1164728,27.58%,-0.381225,0.046076,-0.053569,53.41,-2.68%,2.51%,38.15%,35.84%,64.16%,Sell
META,750.54,750.25,-0.41%,2927600,2025-09-19,24,755.00,Call,-0.46%,18.95,18.9,559,1985601,2.00%,-0.495957,0.45442,-0.76787,732.58,-2.52%,2.48%,37.77%,47.24%,52.76%,Buy
PLTR,160.29,160.25,+1.56%,51348902,2025-09-19,24,172.50,Call,-7.10%,4.3,4.2,451,3657659,19.19%,-0.325516,0.164275,-0.148384,156.77,-2.67%,2.43%,37.03%,30.11%,69.89%,Buy
GS,741.59,741.18,+0.32%,448254,2025-09-19,24,740.00,Call,+0.16%,18.35,18.1,44,266563,9.41%,-0.536312,0.375048,-0.754333,722.81,-2.48%,2.42%,36.79%,51.10%,48.90%,Buy
CRM,244.67,244.57,-1.45%,3023710,2025-09-19,24,260.00,Call,-6.32%,6.35,6.24,90,604026,66.62%,-0.337329,0.233847,-0.229115,238.2,-2.60%,2.38%,36.27%,30.72%,69.28%,Sell
CAT,428.91,428.45,-0.89%,1075929,2025-09-19,24,430.00,Call,-0.38%,10.65,10.47,186,172638,5.78%,-0.503074,0.240375,-0.437968,417.71,-2.49%,2.37%,36.08%,47.58%,52.42%,Buy
AMD,166.66,166.63,+1.78%,38746301,2025-09-19,24,175.00,Call,-5.14%,4.25,4.21,2907,3789315,16.19%,-0.357093,0.149949,-0.15931,162.19,-2.55%,2.37%,36.07%,32.54%,67.46%,Buy
NVDA,181.56,181.55,+0.85%,88691197,2025-09-26,31,190.00,Call,-4.58%,5.9,5.8,737,18849266,28.24%,-0.39123,0.147397,-0.203125,175.78,-3.25%,3.05%,35.94%,35.91%,64.09%,Buy
PLTR,160.29,160.25,+1.56%,51348902,2025-09-26,31,172.50,Call,-7.10%,5.4,5.7,89,3657659,19.19%,-0.354363,0.150786,-0.174215,155.67,-3.35%,3.04%,35.83%,32.36%,67.64%,Buy
AVGO,298.09,297.89,+1.01%,7837189,2025-09-19,24,320.00,Call,-7.19%,7.5,7.5,326,1798398,34.15%,-0.324181,0.291933,-0.275533,291.03,-2.51%,2.30%,34.93%,29.17%,70.83%,Buy
GOOGL,206.88,206.86,-0.83%,11414551,2025-09-26,31,210.00,Call,-1.24%,6.35,6.3,248,3419740,28.42%,-0.465482,0.129216,-0.23947,201.08,-3.06%,2.95%,34.76%,44.56%,55.44%,Buy
PANW,184.54,184.5,-0.12%,2761136,2025-09-19,24,187.50,Call,-1.56%,4.3,4.18,128,794675,7.58%,-0.444354,0.118864,-0.187001,180.32,-2.33%,2.24%,34.07%,41.51%,58.49%,Sell
AMD,166.66,166.63,+1.78%,38746301,2025-09-26,31,175.00,Call,-5.14%,5.15,5.04,395,3789315,16.19%,-0.379538,0.13399,-0.184722,161.29,-3.09%,2.89%,33.98%,34.31%,65.69%,Buy
NVDA,181.56,181.55,+0.85%,88691197,2025-09-19,24,192.50,Call,-5.96%,4.35,4.29,1678,18849266,28.24%,-0.332818,0.163767,-0.169121,177.33,-2.39%,2.21%,33.58%,30.65%,69.35%,Buy
RTX,157.85,157.8,+1.07%,1608629,2025-09-19,24,157.50,Call,+0.34%,3.6,3.55,31,196282,10.90%,-0.544399,0.071893,-0.160342,154.44,-2.28%,2.19%,33.31%,52.69%,47.31%,Buy
MSFT,499.96,499.88,-0.94%,7658157,2025-09-19,24,500.00,Call,+0.21%,11,10.9,1828,2238007,7.70%,-0.536138,0.23447,-0.509587,490.04,-2.20%,2.18%,33.15%,51.64%,48.36%,Buy
DIS,117.62,117.6,-0.14%,1994181,2025-09-19,24,118.00,Call,-0.31%,2.6,2.6,223,829882,9.51%,-0.498703,0.060202,-0.12015,115.04,-2.21%,2.16%,32.87%,47.89%,52.11%,Buy
NVDA,181.56,181.55,+0.85%,88691197,2025-10-03,38,190.00,Call,-4.58%,6.6,6.52,270,18849266,28.24%,-0.404779,0.131726,-0.226943,175.08,-3.63%,3.42%,32.86%,36.87%,63.13%,Buy
LLY,725.51,725.02,+4.51%,4270270,2025-09-19,24,740.00,Call,-1.98%,16.6,16.5,620,466328,12.85%,-0.422927,0.482071,-0.727664,709.03,-2.29%,2.16%,32.78%,39.93%,60.07%,Sell
META,750.54,750.25,-0.41%,2927600,2025-09-19,24,760.00,Call,-1.13%,16.55,16.6,92,1985601,2.00%,-0.455755,0.444518,-0.763199,734.98,-2.20%,2.15%,32.72%,43.25%,56.75%,Buy
GOOGL,206.88,206.86,-0.83%,11414551,2025-09-19,24,212.50,Call,-2.44%,4.6,4.66,208,3419740,28.42%,-0.397426,0.143833,-0.204492,202.83,-2.22%,2.12%,32.21%,38.36%,61.64%,Buy
CSCO,68.03,68.02,+1.06%,6183927,2025-09-19,24,68.00,Call,-0.16%,1.48,1.42,424,1229965,19.33%,-0.522776,0.030782,-0.06936,66.41,-2.18%,2.10%,31.98%,48.75%,51.25%,Buy
JPM,296.96,296.9,+0.57%,2355717,2025-09-19,24,297.50,Call,-0.33%,6.3,6.12,103,734456,8.36%,-0.498811,0.14417,-0.302978,290.21,-2.12%,2.08%,31.69%,47.58%,52.42%,Buy
GS,741.59,741.18,+0.32%,448254,2025-09-19,24,745.00,Call,-0.52%,15.85,15.5,38,266563,9.41%,-0.488724,0.370879,-0.757296,725.31,-2.14%,2.07%,31.54%,46.34%,53.66%,Buy
AMZN,227.69,227.67,-0.17%,9986452,2025-09-19,24,230.00,Call,-0.91%,4.85,4.8,1393,3733941,2.95%,-0.466417,0.12715,-0.232142,223.07,-2.13%,2.07%,31.41%,44.08%,55.92%,Buy
NFLX,1224.83,1223.6,+0.56%,862502,2025-09-19,24,"1,240.00",Call,-1.23%,26.15,25.85,28,534168,8.28%,-0.452579,0.710239,-1.243779,1198.83,-2.13%,2.05%,31.15%,42.46%,57.54%,Buy
LLY,725.51,725.02,+4.51%,4270270,2025-09-26,31,740.00,Call,-1.98%,20,20.17,88,466328,12.85%,-0.438788,0.42937,-0.832711,705.63,-2.76%,2.58%,30.39%,41.06%,58.94%,Sell
META,750.54,750.25,-0.41%,2927600,2025-09-26,31,760.00,Call,-1.13%,19.65,20.23,32,1985601,2.00%,-0.469397,0.400247,-0.870142,731.88,-2.61%,2.55%,30.06%,44.08%,55.92%,Buy
NVO,55.01,55,-2.31%,9313560,2025-09-19,24,58.00,Call,-5.69%,1.18,1.14,197,1164728,27.58%,-0.320871,0.043491,-0.050332,53.7,-2.15%,1.95%,29.63%,29.93%,70.07%,Sell
XOM,110.87,110.85,-0.74%,4577396,2025-09-19,24,111.00,Call,-0.43%,2.24,2.2,31,888288,5.75%,-0.488533,0.049858,-0.112868,108.28,-2.03%,1.95%,29.59%,46.76%,53.24%,Hold
AMD,166.66,166.63,+1.78%,38746301,2025-09-19,24,177.50,Call,-6.65%,3.5,3.45,333,3789315,16.19%,-0.309683,0.140704,-0.150588,162.94,-2.10%,1.94%,29.56%,27.99%,72.01%,Buy
MSFT,499.96,499.88,-0.94%,7658157,2025-09-26,31,500.00,Call,+0.21%,12.55,12.55,75,2238007,7.70%,-0.539873,0.211342,-0.578547,488.49,-2.50%,2.48%,29.20%,51.44%,48.56%,Buy
AMZN,227.69,227.67,-0.17%,9986452,2025-09-26,31,230.00,Call,-0.91%,5.75,5.75,195,3733941,2.95%,-0.479755,0.115769,-0.264431,222.17,-2.52%,2.46%,28.92%,44.87%,55.13%,Buy
AMD,166.66,166.63,+1.78%,38746301,2025-09-26,31,177.50,Call,-6.65%,4.4,4.21,212,3789315,16.19%,-0.33764,0.128636,-0.177353,162.04,-2.64%,2.42%,28.52%,30.28%,69.72%,Buy
META,750.54,750.25,-0.41%,2927600,2025-09-19,24,765.00,Call,-1.79%,14.35,14.3,278,1985601,2.00%,-0.415988,0.432685,-0.75085,737.18,-1.91%,1.86%,28.23%,39.32%,60.68%,Buy
NVDA,181.56,181.55,+0.85%,88691197,2025-09-19,24,195.00,Call,-7.33%,3.6,3.59,1928,18849266,28.24%,-0.292293,0.154028,-0.159901,178.08,-1.98%,1.82%,27.69%,26.75%,73.25%,Buy
V,348.47,348.38,-0.07%,2166133,2025-09-19,24,350.00,Call,-0.61%,6.5,6.3,96,363091,13.38%,-0.486513,0.15717,-0.35581,341.39,-1.87%,1.79%,27.16%,45.07%,54.93%,Hold
DIS,117.62,117.6,-0.14%,1994181,2025-09-19,24,119.00,Call,-1.16%,2.12,2.11,551,829882,9.51%,-0.439205,0.058192,-0.118775,115.52,-1.80%,1.75%,26.58%,41.97%,58.03%,Buy
HD,405.13,404.91,-0.87%,918739,2025-09-19,24,405.00,Call,+0.18%,7.2,7.4,55,237881,5.43%,-0.522289,0.15141,-0.413057,398.53,-1.77%,1.70%,25.91%,51.72%,48.28%,Buy
GOOGL,206.88,206.86,-0.83%,11414551,2025-09-19,24,215.00,Call,-3.65%,3.7,3.67,675,3419740,28.42%,-0.342389,0.135608,-0.194799,203.73,-1.78%,1.70%,25.82%,32.93%,67.07%,Buy
LLY,725.51,725.02,+4.51%,4270270,2025-09-19,24,750.00,Call,-3.36%,13.1,13,627,466328,12.85%,-0.356819,0.45835,-0.693315,712.53,-1.81%,1.69%,25.75%,33.44%,66.56%,Sell
PANW,184.54,184.5,-0.12%,2761136,2025-09-19,24,190.00,Call,-2.91%,3.3,3.25,429,794675,7.58%,-0.371624,0.111625,-0.178979,181.32,-1.79%,1.68%,25.61%,34.38%,65.62%,Sell
NVDA,181.56,181.55,+0.85%,88691197,2025-09-26,31,195.00,Call,-7.33%,4.3,4.25,274,18849266,28.24%,-0.313082,0.134734,-0.187411,177.38,-2.37%,2.15%,25.36%,28.37%,71.63%,Buy
JPM,296.96,296.9,+0.57%,2355717,2025-09-19,24,300.00,Call,-1.18%,5.05,5.1,345,734456,8.36%,-0.436453,0.138575,-0.299191,291.46,-1.70%,1.65%,25.09%,41.37%,58.63%,Buy
MSFT,499.96,499.88,-0.94%,7658157,2025-09-19,24,505.00,Call,-0.79%,8.35,8.3,539,2238007,7.70%,-0.456171,0.225745,-0.508651,492.69,-1.67%,1.63%,24.85%,43.66%,56.34%,Buy
AMZN,227.69,227.67,-0.17%,9986452,2025-09-19,24,232.50,Call,-2.01%,3.75,3.7,419,3733941,2.95%,-0.394905,0.119979,-0.224838,224.17,-1.65%,1.59%,24.20%,37.03%,62.97%,Buy
META,750.54,750.25,-0.41%,2927600,2025-09-19,24,770.00,Call,-2.46%,12.35,12.3,76,1985601,2.00%,-0.376546,0.415961,-0.730886,739.18,-1.64%,1.58%,24.10%,35.44%,64.56%,Buy
NVDA,181.56,181.55,+0.85%,88691197,2025-10-03,38,195.00,Call,-7.33%,4.95,4.88,81,18849266,28.24%,-0.330302,0.121521,-0.212163,176.73,-2.72%,2.49%,23.89%,29.70%,70.30%,Buy
GOOGL,206.88,206.86,-0.83%,11414551,2025-09-26,31,215.00,Call,-3.65%,4.4,4.5,355,3419740,28.42%,-0.361883,0.118923,-0.225837,203.03,-2.12%,1.98%,23.27%,34.34%,65.66%,Buy
JPM,296.96,296.9,+0.57%,2355717,2025-09-26,31,300.00,Call,-1.18%,6.05,6.05,34,734456,8.36%,-0.451553,0.126096,-0.341749,290.46,-2.04%,1.97%,23.16%,42.52%,57.48%,Buy
NVO,55.01,55,-2.31%,9313560,2025-09-19,24,59.00,Call,-7.51%,0.94,0.94,144,1164728,27.58%,-0.272129,0.041493,-0.046674,53.94,-1.71%,1.51%,22.94%,25.18%,74.82%,Sell
MSFT,499.96,499.88,-0.94%,7658157,2025-09-26,31,505.00,Call,-0.79%,9.9,9.9,383,2238007,7.70%,-0.470053,0.204494,-0.579887,491.14,-1.98%,1.93%,22.73%,44.45%,55.55%,Buy
XOM,110.87,110.85,-0.74%,4577396,2025-09-19,24,112.00,Call,-1.34%,1.73,1.67,48,888288,5.75%,-0.417897,0.046748,-0.110563,108.79,-1.57%,1.49%,22.68%,39.73%,60.27%,Hold
JNJ,176.75,176.73,-0.28%,2058283,2025-09-19,24,177.50,Call,-0.52%,2.68,2.5,46,439538,13.09%,-0.472296,0.063799,-0.179985,173.9,-1.52%,1.44%,21.93%,45.03%,54.97%,Buy
MSFT,499.96,499.88,-0.94%,7658157,2025-09-19,24,507.50,Call,-1.29%,7.25,7.2,377,2238007,7.70%,-0.41612,0.219314,-0.500412,493.79,-1.45%,1.41%,21.43%,39.69%,60.31%,Buy
DIS,117.62,117.6,-0.14%,1994181,2025-09-19,24,120.00,Call,-2.01%,1.72,1.72,208,829882,9.51%,-0.381779,0.055907,-0.114874,115.92,-1.46%,1.41%,21.42%,36.29%,63.71%,Buy
PYPL,69.72,69.71,+0.36%,3385274,2025-09-19,24,72.50,Call,-3.96%,1.06,1.02,49,1316385,5.01%,-0.319621,0.040545,-0.063849,68.68,-1.52%,1.41%,21.40%,29.82%,70.18%,Sell
CSCO,68.03,68.02,+1.06%,6183927,2025-09-19,24,69.00,Call,-1.63%,0.97,0.9,142,1229965,19.33%,-0.406292,0.028539,-0.067582,66.92,-1.43%,1.36%,20.72%,37.16%,62.84%,Buy
RTX,157.85,157.8,+1.07%,1608629,2025-09-19,24,160.00,Call,-1.24%,2.3,2.3,176,196282,10.90%,-0.418322,0.067657,-0.158016,155.74,-1.46%,1.36%,20.72%,40.11%,59.89%,Buy
META,750.54,750.25,-0.41%,2927600,2025-09-19,24,775.00,Call,-3.12%,10.6,10.8,77,1985601,2.00%,-0.338304,0.396488,-0.703991,740.93,-1.41%,1.35%,20.51%,31.71%,68.29%,Buy
GOOGL,206.88,206.86,-0.83%,11414551,2025-09-19,24,217.50,Call,-4.85%,2.98,3,297,3419740,28.42%,-0.291674,0.126107,-0.181994,204.45,-1.44%,1.34%,20.42%,27.95%,72.05%,Buy
CAT,428.91,428.45,-0.89%,1075929,2025-09-19,24,440.00,Call,-2.72%,6.25,6.1,414,172638,5.78%,-0.355614,0.214513,-0.409113,422.11,-1.46%,1.32%,20.05%,33.03%,66.97%,Buy
LLY,725.51,725.02,+4.51%,4270270,2025-09-19,24,760.00,Call,-4.74%,10.45,10.36,169,466328,12.85%,-0.298763,0.431419,-0.645169,715.18,-1.44%,1.30%,19.81%,27.79%,72.21%,Sell
PG,155.71,155.69,-0.32%,2064542,2025-09-19,24,157.50,Call,-1.23%,2.12,2.05,41,291427,23.39%,-0.412343,0.059809,-0.155111,153.46,-1.36%,1.29%,19.60%,39.34%,60.66%,Sell
RTX,157.85,157.8,+1.07%,1608629,2025-09-26,31,160.00,Call,-1.24%,2.81,2.8,74,196282,10.90%,-0.435754,0.061621,-0.181004,155.23,-1.78%,1.63%,19.13%,41.39%,58.61%,Buy
MSFT,499.96,499.88,-0.94%,7658157,2025-09-19,24,510.00,Call,-1.79%,6.2,6.18,903,2238007,7.70%,-0.376338,0.210481,-0.486998,494.84,-1.24%,1.20%,18.19%,35.77%,64.23%,Buy
AMZN,227.69,227.67,-0.17%,9986452,2025-09-19,24,235.00,Call,-3.11%,2.81,2.81,811,3733941,2.95%,-0.326631,0.110359,-0.21061,225.11,-1.23%,1.19%,18.12%,30.37%,69.63%,Buy
AMZN,227.69,227.67,-0.17%,9986452,2025-09-26,31,235.00,Call,-3.11%,3.65,3.63,229,3733941,2.95%,-0.356347,0.103282,-0.247417,224.27,-1.60%,1.51%,17.79%,32.76%,67.24%,Buy
MSFT,499.96,499.88,-0.94%,7658157,2025-09-26,31,510.00,Call,-1.79%,7.65,7.7,121,2238007,7.70%,-0.398514,0.191402,-0.562665,493.39,-1.53%,1.47%,17.31%,37.38%,62.62%,Buy
META,750.54,750.25,-0.41%,2927600,2025-09-19,24,780.00,Call,-3.79%,9.05,9.05,116,1985601,2.00%,-0.302815,0.377178,-0.672146,742.48,-1.20%,1.13%,17.26%,28.26%,71.74%,Buy
HD,405.13,404.91,-0.87%,918739,2025-09-19,24,410.00,Call,-1.05%,4.9,5.15,65,237881,5.43%,-0.40544,0.144441,-0.40222,400.83,-1.21%,1.13%,17.25%,40.04%,59.96%,Buy
V,348.47,348.38,-0.07%,2166133,2025-09-19,24,355.00,Call,-2.04%,4.2,4,69,363091,13.38%,-0.366902,0.140151,-0.336057,343.69,-1.21%,1.13%,17.14%,33.28%,66.72%,Hold
DIS,117.62,117.6,-0.14%,1994181,2025-09-19,24,121.00,Call,-2.86%,1.41,1.38,25,829882,9.51%,-0.326808,0.052487,-0.108692,116.23,-1.20%,1.12%,16.97%,30.90%,69.10%,Buy
GOOGL,206.88,206.86,-0.83%,11414551,2025-09-19,24,220.00,Call,-6.06%,2.37,2.32,968,3419740,28.42%,-0.245469,0.115255,-0.166867,205.06,-1.14%,1.06%,16.11%,23.43%,76.57%,Buy
LLY,725.51,725.02,+4.51%,4270270,2025-09-19,24,770.00,Call,-6.11%,8.25,8.2,600,466328,12.85%,-0.247592,0.397494,-0.58776,717.38,-1.14%,1.03%,15.60%,22.86%,77.14%,Sell
GOOGL,206.88,206.86,-0.83%,11414551,2025-09-26,31,220.00,Call,-6.06%,2.92,2.96,198,3419740,28.42%,-0.269348,0.103381,-0.199011,204.51,-1.41%,1.30%,15.25%,25.32%,74.68%,Buy
JPM,296.96,296.9,+0.57%,2355717,2025-09-19,24,305.00,Call,-2.86%,3.1,3.1,116,734456,8.36%,-0.316046,0.121355,-0.270313,293.41,-1.05%,0.98%,14.96%,29.56%,70.44%,Buy
META,750.54,750.25,-0.41%,2927600,2025-09-26,31,785.00,Call,-4.45%,10.15,10.28,66,1985601,2.00%,-0.299965,0.332031,-0.760637,741.38,-1.35%,1.27%,14.92%,27.54%,72.46%,Buy
MS,147.8,147.77,+0.01%,1433718,2025-09-19,24,152.50,Call,-3.20%,1.5,1.51,295,497365,5.82%,-0.295675,0.060623,-0.130647,146.27,-1.02%,0.96%,14.66%,28.48%,71.52%,Buy
JPM,296.96,296.9,+0.57%,2355717,2025-10-03,38,305.00,Call,-2.86%,4.8,4.75,95,734456,8.36%,-0.363648,0.104798,-0.358729,291.71,-1.62%,1.52%,14.64%,33.63%,66.37%,Buy
META,750.54,750.25,-0.41%,2927600,2025-09-19,24,785.00,Call,-4.45%,7.65,7.7,66,1985601,2.00%,-0.267003,0.350522,-0.632958,743.88,-1.02%,0.96%,14.53%,24.80%,75.20%,Buy
