Symbol,Price~,"Exp Date",DTE,"Leg1 Strike",Type,Ask1,"Leg2 Strike",Type,Bid2,BE,BE%,"Max Profit","Max Loss","Max Profit%",Risk/Reward,"IV Rank","Profit Prob"
IWM,235.13,2025-10-17,49,227.00,Call,12.66,236.00,Call,6.93,232.73,-1.02%,3.27,5.73,+57.07%,"1.75 to 1",7.54%,55.4%
IWM,235.13,2025-10-17,49,230.00,Call,10.57,234.00,Call,8.03,232.54,-1.10%,1.46,2.54,+57.48%,"1.74 to 1",7.54%,55.8%
IWM,235.13,2025-10-17,49,230.00,Call,10.57,235.00,Call,7.47,233.1,-0.86%,1.9,3.1,+61.29%,"1.63 to 1",7.54%,54.6%
IWM,235.13,2025-10-17,49,230.00,Call,10.57,236.00,Call,6.93,233.64,-0.63%,2.36,3.64,+64.84%,"1.54 to 1",7.54%,53.3%
IWM,235.13,2025-09-19,21,230.00,Call,8.03,235.00,Call,4.84,233.19,-0.83%,1.81,3.19,+56.74%,"1.76 to 1",7.54%,56.4%
IWM,235.13,2025-09-19,21,230.00,Call,8.03,236.00,Call,4.32,233.71,-0.60%,2.29,3.71,+61.73%,"1.62 to 1",7.54%,54.7%
QQQ,569.81,2025-09-30,32,560.00,Call,18.64,570.00,Call,11.66,566.98,-0.50%,3.02,6.98,+43.27%,"2.31 to 1",7.92%,54.1%
QQQ,569.81,2025-09-30,32,560.00,Call,18.64,571.00,Call,11.05,567.59,-0.39%,3.41,7.59,+44.93%,"2.23 to 1",7.92%,53.2%
QQQ,569.81,2025-09-30,32,560.00,Call,18.64,572.00,Call,10.45,568.19,-0.28%,3.81,8.19,+46.52%,"2.15 to 1",7.92%,52.3%
QQQ,569.81,2025-09-30,32,560.00,Call,18.64,573.00,Call,9.87,568.77,-0.18%,4.23,8.77,+48.23%,"2.07 to 1",7.92%,51.5%
QQQ,569.81,2025-09-19,21,550.00,Call,24.95,572.00,Call,8.56,566.39,-0.60%,5.61,16.39,+34.23%,"2.92 to 1",7.92%,55.9%
QQQ,569.81,2025-09-19,21,560.00,Call,16.85,568.00,Call,11.01,565.84,-0.70%,2.16,5.84,+36.99%,"2.70 to 1",7.92%,56.9%
QQQ,569.81,2025-09-19,21,560.00,Call,16.85,569.00,Call,10.36,566.49,-0.58%,2.51,6.49,+38.67%,"2.59 to 1",7.92%,55.8%
QQQ,569.81,2025-09-19,21,560.00,Call,16.85,570.00,Call,9.76,567.09,-0.48%,2.91,7.09,+41.04%,"2.44 to 1",7.92%,54.7%
QQQ,569.81,2025-09-19,21,560.00,Call,16.85,571.00,Call,9.15,567.7,-0.37%,3.3,7.7,+42.86%,"2.33 to 1",7.92%,53.7%
QQQ,569.81,2025-09-19,21,560.00,Call,16.85,572.00,Call,8.56,568.29,-0.27%,3.71,8.29,+44.75%,"2.23 to 1",7.92%,52.6%
QQQ,569.81,2025-09-19,21,563.00,Call,14.59,568.00,Call,11.01,566.58,-0.57%,1.42,3.58,+39.66%,"2.52 to 1",7.92%,55.6%
QQQ,569.81,2025-09-19,21,563.00,Call,14.59,569.00,Call,10.36,567.23,-0.45%,1.77,4.23,+41.84%,"2.39 to 1",7.92%,54.5%
QQQ,569.81,2025-09-19,21,563.00,Call,14.59,570.00,Call,9.76,567.83,-0.35%,2.17,4.83,+44.93%,"2.23 to 1",7.92%,53.4%
QQQ,569.81,2025-09-19,21,563.00,Call,14.59,571.00,Call,9.15,568.44,-0.24%,2.56,5.44,+47.06%,"2.13 to 1",7.92%,52.4%
QQQ,569.81,2025-09-19,21,563.00,Call,14.59,572.00,Call,8.56,569.03,-0.14%,2.97,6.03,+49.25%,"2.03 to 1",7.92%,51.4%
SPY,644.34,2025-10-17,49,630.00,Call,23.63,645.00,Call,12.69,640.94,-0.53%,4.06,10.94,+37.11%,"2.69 to 1",7.04%,54.5%
SPY,644.34,2025-10-17,49,630.00,Call,23.63,648.00,Call,10.87,642.76,-0.25%,5.24,12.76,+41.07%,"2.44 to 1",7.04%,52.1%
SPY,644.34,2025-10-17,49,635.00,Call,19.65,640.00,Call,16.01,638.64,-0.88%,1.36,3.64,+37.36%,"2.68 to 1",7.04%,57.5%
SPY,644.34,2025-10-17,49,635.00,Call,19.65,645.00,Call,12.69,641.96,-0.37%,3.04,6.96,+43.68%,"2.29 to 1",7.04%,53.1%
SPY,644.34,2025-10-17,49,635.00,Call,19.65,648.00,Call,10.87,643.78,-0.09%,4.22,8.78,+48.06%,"2.08 to 1",7.04%,50.7%
SPY,644.34,2025-09-30,32,635.00,Call,16,640.00,Call,12.27,638.73,-0.87%,1.27,3.73,+34.05%,"2.94 to 1",7.04%,59.8%
SPY,644.34,2025-09-30,32,635.00,Call,16,643.00,Call,10.23,640.77,-0.55%,2.23,5.77,+38.65%,"2.59 to 1",7.04%,56.2%
SPY,644.34,2025-09-30,32,635.00,Call,16,644.00,Call,9.59,641.41,-0.45%,2.59,6.41,+40.41%,"2.47 to 1",7.04%,55.1%
SPY,644.34,2025-09-30,32,635.00,Call,16,645.00,Call,8.97,642.03,-0.36%,2.97,7.03,+42.25%,"2.37 to 1",7.04%,54.0%
SPY,644.34,2025-09-30,32,635.00,Call,16,646.00,Call,8.36,642.64,-0.26%,3.36,7.64,+43.98%,"2.27 to 1",7.04%,53.0%
SPY,644.34,2025-09-30,32,635.00,Call,16,647.00,Call,7.78,643.22,-0.17%,3.78,8.22,+45.99%,"2.17 to 1",7.04%,52.0%
SPY,644.34,2025-09-30,32,637.00,Call,14.48,640.00,Call,12.27,639.21,-0.80%,0.79,2.21,+35.75%,"2.80 to 1",7.04%,58.9%
SPY,644.34,2025-09-30,32,637.00,Call,14.48,643.00,Call,10.23,641.25,-0.48%,1.75,4.25,+41.18%,"2.43 to 1",7.04%,55.4%
SPY,644.34,2025-09-30,32,637.00,Call,14.48,644.00,Call,9.59,641.89,-0.38%,2.11,4.89,+43.15%,"2.32 to 1",7.04%,54.3%
SPY,644.34,2025-09-30,32,637.00,Call,14.48,645.00,Call,8.97,642.51,-0.28%,2.49,5.51,+45.19%,"2.21 to 1",7.04%,53.2%
SPY,644.34,2025-09-30,32,637.00,Call,14.48,646.00,Call,8.36,643.12,-0.19%,2.88,6.12,+47.06%,"2.13 to 1",7.04%,52.1%
SPY,644.34,2025-09-30,32,637.00,Call,14.48,647.00,Call,7.78,643.7,-0.10%,3.3,6.7,+49.25%,"2.03 to 1",7.04%,51.1%
SPY,644.34,2025-09-19,21,630.00,Call,18.88,646.00,Call,6.88,642,-0.36%,4,12,+33.33%,"3.00 to 1",7.04%,54.9%
SPY,644.34,2025-09-19,21,635.00,Call,14.74,643.00,Call,8.75,640.99,-0.52%,2.01,5.99,+33.56%,"2.98 to 1",7.04%,57.0%
SPY,644.34,2025-09-19,21,635.00,Call,14.74,644.00,Call,8.1,641.64,-0.42%,2.36,6.64,+35.54%,"2.81 to 1",7.04%,55.6%
SPY,644.34,2025-09-19,21,635.00,Call,14.74,645.00,Call,7.5,642.24,-0.33%,2.76,7.24,+38.12%,"2.62 to 1",7.04%,54.4%
SPY,644.34,2025-09-19,21,635.00,Call,14.74,646.00,Call,6.88,642.86,-0.23%,3.14,7.86,+39.95%,"2.50 to 1",7.04%,53.1%
TLT,86.6,2025-10-03,35,83.00,Call,4,87.00,Call,1.14,85.86,-0.85%,1.14,2.86,+39.86%,"2.51 to 1",2.95%,58.6%
TLT,86.6,2025-09-19,21,85.00,Call,2.09,86.00,Call,1.39,85.7,-1.04%,0.3,0.7,+42.86%,"2.33 to 1",2.95%,63.8%
TLT,86.6,2025-10-17,49,83.00,Call,4.15,86.00,Call,1.93,85.22,-1.59%,0.78,2.22,+35.14%,"2.85 to 1",2.95%,63.8%
TLT,86.6,2025-10-17,49,83.00,Call,4.15,87.00,Call,1.4,85.75,-0.98%,1.25,2.75,+45.45%,"2.20 to 1",2.95%,58.6%
TLT,86.6,2025-10-17,49,85.00,Call,2.58,86.00,Call,1.93,85.65,-1.10%,0.35,0.65,+53.85%,"1.86 to 1",2.95%,59.6%
TLT,86.6,2025-10-17,49,85.00,Call,2.58,87.00,Call,1.4,86.18,-0.48%,0.82,1.18,+69.49%,"1.44 to 1",2.95%,54.2%
XLE,90.42,2025-10-17,49,89.00,Call,3.15,90.00,Call,2.47,89.68,-0.82%,0.32,0.68,+47.06%,"2.13 to 1",6.85%,54.8%
XLE,90.42,2025-10-17,49,89.00,Call,3.15,91.00,Call,1.95,90.2,-0.24%,0.8,1.2,+66.67%,"1.50 to 1",6.85%,51.4%
XLE,90.42,2025-09-19,21,88.00,Call,3.35,90.00,Call,1.85,89.5,-1.02%,0.5,1.5,+33.33%,"3.00 to 1",6.85%,59.2%
XLE,90.42,2025-09-19,21,88.50,Call,2.95,90.00,Call,1.85,89.6,-0.91%,0.4,1.1,+36.36%,"2.75 to 1",6.85%,58.2%
XLE,90.42,2025-09-19,21,89.00,Call,2.58,90.00,Call,1.85,89.73,-0.76%,0.27,0.73,+36.99%,"2.70 to 1",6.85%,56.9%
XLF,54.1,2025-09-19,21,53.00,Call,1.57,54.00,Call,0.83,53.74,-0.67%,0.26,0.74,+35.14%,"2.85 to 1",1.41%,58.0%
XLF,54.1,2025-10-17,49,53.00,Call,1.98,54.00,Call,1.28,53.7,-0.74%,0.3,0.7,+42.86%,"2.33 to 1",1.41%,55.6%
"Downloaded from Barchart.com as of 08-29-2025 11:59am CDT"
