Symbol,%Chg~,Volume~,Price~,"Exp Date",DTE,Strike,Type,Moneyness,Bid,Ask,Mid,Volume,"Open Int","IV Rank",Delta,Theta,"BE (Ask)","%BE (Ask)","ITM Prob","TP Ask","%TP Ask(a)","Static Ann Rtn","Ann Yield to Strike%","Exp B4 Earnings"
PLTR,+1.64%,102099109,158.74,2025-09-26,34,160.00,Call,-0.79%,9.55,9.75,9.65,1005,1736,17.83%,-0.521482,0.153846,148.99,-6.14%,47.98%,9.75,65.94%,64.58%,64.08%,N/A
AMD,+2.47%,43998602,167.76,2025-09-12,20,170.00,Call,-1.34%,5.75,5.85,5.8,1491,2469,14.98%,-0.476526,0.175872,161.91,-3.49%,44.73%,5.85,63.64%,62.55%,61.73%,N/A
PLTR,+1.64%,102099109,158.74,2025-09-19,27,162.50,Call,-2.37%,7.25,7.4,7.33,1033,1010,17.83%,-0.469177,0.169407,151.34,-4.66%,43.27%,7.4,63.02%,61.74%,60.31%,N/A
CRM,+1.00%,6694200,248.29,2025-09-19,27,250.00,Call,-0.69%,11.15,11.8,11.48,275,3556,63.86%,-0.510537,0.235185,236.49,-4.75%,47.76%,11.8,64.25%,60.71%,60.29%,No
AVGO,+1.52%,16301301,294,2025-09-19,27,300.00,Call,-2.04%,13.35,13.55,13.45,943,10364,36.04%,-0.475018,0.30567,280.45,-4.61%,44.08%,13.55,62.30%,61.39%,60.16%,No
AVGO,+1.52%,16301301,294,2025-09-12,20,305.00,Call,-3.74%,10,10.25,10.13,54,440,36.04%,-0.412947,0.364453,283.75,-3.49%,38.33%,10.25,63.63%,62.07%,59.84%,No
NVDA,+1.72%,172789406,177.99,2025-09-19,27,180.00,Call,-1.13%,7.9,8,7.95,10155,42070,28.38%,-0.497773,0.169144,169.99,-4.49%,46.32%,8,60.76%,60.00%,59.33%,No
AMD,+2.47%,43998602,167.76,2025-09-26,34,167.50,Call,+0.15%,9.05,9.15,9.1,177,1033,14.98%,-0.543332,0.136418,158.61,-5.45%,50.48%,8.89,56.89%,57.91%,58.00%,N/A
PLTR,+1.64%,102099109,158.74,2025-09-26,34,162.50,Call,-2.37%,8.4,8.55,8.48,1010,315,17.83%,-0.481709,0.153114,150.19,-5.39%,44.02%,8.55,57.82%,56.81%,55.49%,N/A
PLTR,+1.64%,102099109,158.74,2025-09-12,20,165.00,Call,-3.94%,5,5.1,5.05,1287,847,17.83%,-0.402209,0.188684,153.64,-3.21%,37.19%,5.1,58.63%,57.48%,55.30%,N/A
AMD,+2.47%,43998602,167.76,2025-09-19,27,170.00,Call,-1.34%,6.9,7,6.95,3678,11041,14.98%,-0.488165,0.151682,160.76,-4.17%,45.42%,7,56.41%,55.60%,54.87%,N/A
NVO,+2.76%,17913400,56.98,2025-09-12,20,58.00,Call,-1.79%,1.7,1.82,1.76,81,421,29.74%,-0.451214,0.056779,55.16,-3.19%,42.91%,1.82,58.29%,54.45%,53.49%,N/A
AVGO,+1.52%,16301301,294,2025-09-26,34,300.00,Call,-2.04%,14.45,14.9,14.68,79,340,36.04%,-0.482049,0.261005,279.1,-5.07%,44.43%,14.9,54.41%,52.76%,51.71%,No
NVDA,+1.72%,172789406,177.99,2025-09-26,34,180.00,Call,-1.13%,8.65,8.75,8.7,2550,3814,28.38%,-0.504695,0.147114,169.24,-4.92%,46.60%,8.75,52.77%,52.17%,51.59%,No
PLTR,+1.64%,102099109,158.74,2025-09-19,27,165.00,Call,-3.94%,6.2,6.35,6.28,5414,10519,17.83%,-0.425913,0.166946,152.39,-4.00%,39.01%,6.35,54.08%,52.80%,50.80%,N/A
LLY,+0.26%,3222700,711.68,2025-09-12,20,710.00,Call,+0.24%,19.55,20.75,20.15,68,421,8.87%,-0.53891,0.492968,690.93,-2.92%,51.45%,19.07,48.90%,50.13%,50.25%,N/A
NVDA,+1.72%,172789406,177.99,2025-09-19,27,182.50,Call,-2.53%,6.75,6.85,6.8,1816,3485,28.38%,-0.451592,0.16555,171.14,-3.85%,41.75%,6.85,52.03%,51.27%,50.00%,No
AMD,+2.47%,43998602,167.76,2025-09-12,20,172.50,Call,-2.83%,4.7,4.8,4.75,371,616,14.98%,-0.417909,0.170277,162.96,-2.86%,38.95%,4.8,52.22%,51.13%,49.72%,N/A
AVGO,+1.52%,16301301,294,2025-09-19,27,305.00,Call,-3.74%,11.2,11.5,11.35,166,1172,36.04%,-0.42464,0.294908,282.5,-3.91%,39.14%,11.5,52.88%,51.50%,49.64%,No
PYPL,+3.48%,9394100,69.9,2025-09-12,20,70.00,Call,-0.14%,1.89,2.01,1.95,702,865,5.22%,-0.519183,0.051973,67.89,-2.88%,49.17%,2.01,52.48%,49.35%,49.28%,N/A
AMD,+2.47%,43998602,167.76,2025-09-26,34,170.00,Call,-1.34%,7.8,7.95,7.88,646,754,14.98%,-0.497293,0.135527,159.81,-4.74%,45.88%,7.95,50.87%,49.91%,49.26%,N/A
NVDA,+1.72%,172789406,177.99,2025-09-12,20,185.00,Call,-3.94%,4.95,5,4.98,3511,11631,28.38%,-0.38942,0.192389,172.99,-2.81%,36.07%,5,51.27%,50.75%,48.83%,No
NVO,+2.76%,17913400,56.98,2025-09-19,27,58.00,Call,-1.79%,2.09,2.23,2.16,1128,416,29.74%,-0.462698,0.048011,54.75,-3.91%,43.75%,2.23,52.91%,49.59%,48.71%,N/A
AVGO,+1.52%,16301301,294,2025-09-12,20,310.00,Call,-5.44%,8.25,8.4,8.33,183,707,36.04%,-0.360369,0.345119,285.6,-2.86%,33.22%,8.4,52.14%,51.21%,48.57%,No
CRM,+1.00%,6694200,248.29,2025-09-12,20,260.00,Call,-4.72%,6.85,7.6,7.23,208,406,63.86%,-0.373851,0.281633,240.69,-3.06%,34.58%,7.6,55.86%,50.35%,48.08%,No
PLTR,+1.64%,102099109,158.74,2025-09-26,34,165.00,Call,-3.94%,7.3,7.5,7.4,828,1129,17.83%,-0.442437,0.150727,151.24,-4.72%,40.16%,7.5,50.72%,49.37%,47.50%,N/A
META,+2.12%,10612601,754.79,2025-09-12,20,755.00,Call,-0.03%,19,19.55,19.28,1646,805,3.38%,-0.524778,0.497809,735.24,-2.59%,49.82%,19.55,47.27%,45.94%,45.93%,N/A
AMD,+2.47%,43998602,167.76,2025-09-19,27,172.50,Call,-2.83%,5.8,5.9,5.85,389,1974,14.98%,-0.438027,0.149335,161.86,-3.52%,40.46%,5.9,47.54%,46.74%,45.45%,N/A
PLTR,+1.64%,102099109,158.74,2025-09-12,20,167.50,Call,-5.52%,4.1,4.25,4.18,317,367,17.83%,-0.352418,0.179104,154.49,-2.68%,32.36%,4.25,48.86%,47.14%,44.67%,N/A
LLY,+0.26%,3222700,711.68,2025-09-19,27,710.00,Call,+0.24%,23.2,23.65,23.42,139,1035,8.87%,-0.540655,0.433455,688.03,-3.32%,51.23%,21.97,41.73%,44.07%,44.17%,N/A
PYPL,+3.48%,9394100,69.9,2025-09-19,27,70.00,Call,-0.14%,2.25,2.35,2.3,946,9138,5.22%,-0.52469,0.044746,67.55,-3.36%,49.28%,2.35,45.45%,43.51%,43.45%,N/A
PLTR,+1.64%,102099109,158.74,2025-09-19,27,167.50,Call,-5.52%,5.3,5.4,5.35,878,577,17.83%,-0.381423,0.15954,153.34,-3.40%,34.70%,5.4,45.99%,45.14%,42.78%,N/A
NVDA,+1.72%,172789406,177.99,2025-09-19,27,185.00,Call,-3.94%,5.75,5.85,5.8,8341,106821,28.38%,-0.406388,0.160656,172.14,-3.29%,37.33%,5.85,44.43%,43.67%,42.02%,No
AMD,+2.47%,43998602,167.76,2025-09-26,34,172.50,Call,-2.83%,6.75,6.85,6.8,74,682,14.98%,-0.451898,0.133665,160.91,-4.08%,41.39%,6.85,43.83%,43.19%,42.01%,N/A
GOOGL,+3.17%,42827000,206.09,2025-09-19,27,207.50,Call,-0.68%,6.35,6.45,6.4,1699,2884,25.63%,-0.497389,0.135908,199.64,-3.13%,46.71%,6.45,42.31%,43.03%,41.37%,N/A
PLTR,+1.64%,102099109,158.74,2025-09-26,34,167.50,Call,-5.52%,6.45,6.55,6.5,432,500,17.83%,-0.403141,0.146071,152.19,-4.13%,36.35%,6.55,44.30%,43.62%,41.34%,N/A
AVGO,+1.52%,16301301,294,2025-09-19,27,310.00,Call,-5.44%,9.35,9.6,9.48,552,11253,36.04%,-0.376351,0.283042,284.4,-3.27%,34.45%,9.6,44.14%,42.99%,40.77%,No
META,+2.12%,10612601,754.79,2025-09-19,27,755.00,Call,-0.03%,22.3,23.15,22.73,1127,1588,3.38%,-0.52929,0.445622,731.64,-3.07%,49.85%,23.15,41.46%,39.94%,39.93%,N/A
AMD,+2.47%,43998602,167.76,2025-09-12,20,175.00,Call,-4.32%,3.8,3.9,3.85,519,1324,14.98%,-0.362299,0.162784,163.86,-2.32%,33.51%,3.9,42.43%,41.34%,39.63%,N/A
META,+2.12%,10612601,754.79,2025-09-12,20,760.00,Call,-0.69%,16.5,17,16.75,118,301,3.38%,-0.481753,0.498363,737.79,-2.25%,45.52%,17,41.10%,39.90%,39.62%,N/A
NVO,+2.76%,17913400,56.98,2025-09-19,27,59.00,Call,-3.55%,1.71,1.77,1.74,32,908,29.74%,-0.401506,0.046108,55.21,-3.11%,37.72%,1.77,41.99%,40.57%,39.18%,N/A
CRM,+1.00%,6694200,248.29,2025-09-19,27,260.00,Call,-4.72%,7.5,7.7,7.6,1109,4426,63.86%,-0.384535,0.223711,240.59,-3.10%,35.33%,7.7,41.92%,40.83%,39.00%,No
AVGO,+1.52%,16301301,294,2025-09-12,20,315.00,Call,-7.14%,6.7,6.85,6.78,65,576,36.04%,-0.312388,0.325415,287.15,-2.33%,28.59%,6.85,42.52%,41.59%,38.82%,No
GOOGL,+3.17%,42827000,206.09,2025-09-12,20,210.00,Call,-1.90%,4.45,4.55,4.5,1973,6488,25.63%,-0.423658,0.155698,201.54,-2.21%,39.81%,4.55,40.29%,41.27%,38.67%,N/A
AMD,+2.47%,43998602,167.76,2025-09-19,27,175.00,Call,-4.32%,4.9,4.95,4.93,4426,15981,14.98%,-0.387844,0.14302,162.81,-2.95%,35.57%,4.95,39.89%,39.49%,37.85%,N/A
AAPL,+1.27%,42477801,227.76,2025-09-19,27,227.50,Call,+0.11%,6.3,6.4,6.35,1066,955,15.50%,-0.537251,0.121864,221.36,-2.81%,50.70%,6.14,36.44%,37.39%,37.44%,N/A
NVDA,+1.72%,172789406,177.99,2025-09-26,34,185.00,Call,-3.94%,6.45,6.55,6.5,915,3279,28.38%,-0.419729,0.14039,171.44,-3.68%,38.24%,6.55,39.51%,38.90%,37.43%,No
AMZN,+3.10%,37315301,228.84,2025-09-12,20,230.00,Call,-0.51%,4.7,4.85,4.78,1128,3684,2.75%,-0.491949,0.140145,223.99,-2.12%,46.39%,4.85,38.68%,37.48%,37.29%,N/A
PLTR,+1.64%,102099109,158.74,2025-09-12,20,170.00,Call,-7.09%,3.4,3.5,3.45,1110,1226,17.83%,-0.308705,0.170893,155.24,-2.20%,28.14%,3.5,40.24%,39.09%,36.50%,N/A
PLTR,+1.64%,102099109,158.74,2025-09-19,27,170.00,Call,-7.09%,4.5,4.6,4.55,3397,7977,17.83%,-0.34044,0.152737,154.14,-2.90%,30.75%,4.6,39.17%,38.32%,35.78%,N/A
GS,+3.62%,1948800,741.89,2025-09-19,27,740.00,Call,+0.25%,19.55,20.15,19.85,238,522,9.16%,-0.541267,0.360708,721.74,-2.72%,51.66%,18.26,33.27%,42.91%,35.71%,N/A
META,+2.12%,10612601,754.79,2025-09-19,27,760.00,Call,-0.69%,20,20.3,20.15,749,2095,3.38%,-0.49274,0.440087,734.49,-2.69%,46.19%,20.3,36.36%,35.82%,35.58%,N/A
AMD,+2.47%,43998602,167.76,2025-09-26,34,175.00,Call,-4.32%,5.75,5.85,5.8,759,558,14.98%,-0.406232,0.128896,161.91,-3.49%,36.94%,5.85,37.44%,36.80%,35.27%,N/A
PLTR,+1.64%,102099109,158.74,2025-09-26,34,170.00,Call,-7.09%,5.55,5.7,5.63,629,757,17.83%,-0.365638,0.140971,153.04,-3.59%,32.74%,5.7,38.55%,37.53%,35.05%,N/A
NVDA,+1.72%,172789406,177.99,2025-09-19,27,187.50,Call,-5.34%,4.85,4.95,4.9,12049,1452,28.38%,-0.362091,0.153535,173.04,-2.78%,33.03%,4.95,37.60%,36.84%,34.97%,No
LLY,+0.26%,3222700,711.68,2025-09-19,27,720.00,Call,-1.17%,18.25,18.7,18.48,293,1367,8.87%,-0.467134,0.425657,692.98,-2.63%,43.89%,18.7,35.52%,34.67%,34.27%,N/A
META,+2.12%,10612601,754.79,2025-09-12,20,765.00,Call,-1.35%,14.15,14.5,14.33,70,329,3.38%,-0.438056,0.483704,740.29,-1.92%,41.19%,14.5,35.06%,34.21%,33.76%,N/A
GOOGL,+3.17%,42827000,206.09,2025-09-19,27,210.00,Call,-1.90%,5.2,5.3,5.25,19009,79842,25.63%,-0.439149,0.132489,200.79,-2.57%,40.94%,5.3,34.77%,35.49%,33.47%,N/A
AMZN,+3.10%,37315301,228.84,2025-09-19,27,230.00,Call,-0.51%,5.65,5.8,5.73,3877,28809,2.75%,-0.501677,0.123221,223.04,-2.53%,46.91%,5.8,34.26%,33.38%,33.21%,N/A
AAPL,+1.27%,42477801,227.76,2025-09-12,20,230.00,Call,-0.98%,4.15,4.3,4.23,2973,5887,15.50%,-0.455519,0.13496,223.46,-1.89%,42.96%,4.3,34.46%,33.25%,32.93%,N/A
META,+2.12%,10612601,754.79,2025-09-26,34,760.00,Call,-0.69%,23.05,23.45,23.25,63,1142,3.38%,-0.501307,0.398369,731.34,-3.11%,46.61%,23.45,33.35%,32.78%,32.56%,N/A
NVDA,+1.72%,172789406,177.99,2025-09-12,20,190.00,Call,-6.75%,3.35,3.4,3.38,2323,13178,28.38%,-0.296856,0.170921,174.59,-1.91%,27.13%,3.4,34.86%,34.35%,32.18%,No
XOM,+1.88%,13586600,111.28,2025-09-19,27,111.00,Call,+0.25%,2.64,2.7,2.67,932,558,4.68%,-0.53202,0.047107,108.58,-2.43%,51.78%,2.42,29.40%,32.07%,32.15%,N/A
AMD,+2.47%,43998602,167.76,2025-09-12,20,177.50,Call,-5.81%,3.1,3.15,3.13,377,561,14.98%,-0.309292,0.151828,164.61,-1.88%,28.39%,3.15,34.27%,33.72%,31.87%,N/A
NFLX,-0.13%,3128100,1204.65,2025-09-26,34,"1,210.00",Call,-0.44%,35.7,38.2,36.95,35,354,9.04%,-0.514291,0.62556,1166.45,-3.17%,47.75%,38.2,34.04%,31.81%,31.67%,Yes
NVO,+2.76%,17913400,56.98,2025-09-12,20,60.00,Call,-5.30%,1.04,1.18,1.11,303,469,29.74%,-0.31999,0.050789,55.8,-2.07%,30.02%,1.18,37.79%,33.31%,31.63%,N/A
NVO,+2.76%,17913400,56.98,2025-09-19,27,60.00,Call,-5.30%,1.4,1.46,1.43,1799,8677,29.74%,-0.348555,0.044997,55.52,-2.56%,32.50%,1.46,34.64%,33.22%,31.54%,N/A
META,+2.12%,10612601,754.79,2025-09-19,27,765.00,Call,-1.35%,17.65,17.95,17.8,330,1491,3.38%,-0.455991,0.432206,736.84,-2.38%,42.55%,17.95,32.15%,31.61%,31.19%,N/A
CAT,+4.25%,3785000,435.67,2025-09-12,20,440.00,Call,-0.99%,7.5,8.5,8,31,339,6.71%,-0.451551,0.254762,427.17,-1.95%,42.95%,8.5,35.61%,31.42%,31.11%,N/A
AMD,+2.47%,43998602,167.76,2025-09-19,27,177.50,Call,-5.81%,4.05,4.15,4.1,257,787,14.98%,-0.342379,0.137445,163.61,-2.47%,31.16%,4.15,33.44%,32.64%,30.85%,N/A
AMZN,+3.10%,37315301,228.84,2025-09-26,34,230.00,Call,-0.51%,6.5,6.65,6.58,515,1208,2.75%,-0.509845,0.112274,222.19,-2.91%,47.26%,6.65,31.20%,30.49%,30.34%,N/A
NFLX,-0.13%,3128100,1204.65,2025-09-19,27,"1,220.00",Call,-1.27%,27.35,28.15,27.75,224,1468,9.04%,-0.45883,0.670321,1176.5,-2.34%,42.69%,28.15,31.59%,30.69%,30.31%,Yes
GOOGL,+3.17%,42827000,206.09,2025-09-26,34,210.00,Call,-1.90%,5.9,6,5.95,432,518,25.63%,-0.450255,0.116135,200.09,-2.91%,41.62%,6,31.25%,31.83%,30.16%,N/A
LLY,+0.26%,3222700,711.68,2025-09-26,34,720.00,Call,-1.17%,20.1,22.5,21.3,31,1184,8.87%,-0.477309,0.381473,689.18,-3.16%,44.50%,22.5,33.94%,30.32%,29.97%,N/A
AMD,+2.47%,43998602,167.76,2025-09-26,34,177.50,Call,-5.81%,4.9,5,4.95,58,332,14.98%,-0.363911,0.12455,162.76,-2.98%,32.84%,5,32.00%,31.36%,29.64%,N/A
AVGO,+1.52%,16301301,294,2025-09-19,27,317.50,Call,-7.99%,6.95,7.2,7.08,62,331,36.04%,-0.307398,0.258085,286.8,-2.45%,27.83%,7.2,33.11%,31.96%,29.59%,No
CAT,+4.25%,3785000,435.67,2025-09-19,27,440.00,Call,-0.99%,9.6,10.25,9.93,200,1176,6.71%,-0.465641,0.224906,425.42,-2.35%,43.99%,10.25,31.80%,29.79%,29.49%,N/A
AAPL,+1.27%,42477801,227.76,2025-09-19,27,230.00,Call,-0.98%,4.95,5.1,5.03,4897,39335,15.50%,-0.469241,0.117602,222.66,-2.24%,43.90%,5.1,30.27%,29.38%,29.09%,N/A
LLY,+0.26%,3222700,711.68,2025-09-19,27,725.00,Call,-1.87%,15.55,17,16.28,358,362,8.87%,-0.428188,0.407433,694.68,-2.39%,40.05%,17,32.29%,29.54%,28.99%,N/A
NVDA,+1.72%,172789406,177.99,2025-09-19,27,190.00,Call,-6.75%,4.05,4.15,4.1,35841,113505,28.38%,-0.320705,0.14587,173.84,-2.33%,29.06%,4.15,31.52%,30.76%,28.82%,No
V,+1.85%,4973200,350.04,2025-09-19,27,350.00,Call,+0.01%,7.45,7.65,7.55,367,2604,11.41%,-0.532041,0.148027,342.39,-2.19%,50.09%,7.61,29.39%,28.77%,28.78%,N/A
META,+2.12%,10612601,754.79,2025-09-12,20,770.00,Call,-2.02%,12.1,12.4,12.25,188,714,3.38%,-0.395142,0.467274,742.39,-1.64%,36.97%,12.4,29.98%,29.26%,28.68%,N/A
JPM,+1.64%,8552800,296.24,2025-09-19,27,297.50,Call,-0.43%,6.3,6.5,6.4,123,337,8.25%,-0.49378,0.134003,289.74,-2.19%,47.04%,6.5,29.66%,28.75%,28.63%,Yes
MSFT,+0.59%,24324102,507.23,2025-09-12,20,510.00,Call,-0.55%,7.85,7.95,7.9,256,330,5.80%,-0.476496,0.240034,499.28,-1.57%,44.95%,7.95,28.60%,28.24%,28.09%,N/A
MSFT,+0.59%,24324102,507.23,2025-09-19,27,507.50,Call,-0.05%,10.5,11.05,10.78,420,518,5.80%,-0.527028,0.21592,496.18,-2.18%,49.58%,11.05,29.45%,27.98%,27.97%,N/A
CSCO,+0.45%,16830500,67.32,2025-09-19,27,67.50,Call,-0.27%,1.36,1.39,1.38,278,12397,16.62%,-0.500217,0.02783,65.93,-2.06%,47.98%,1.39,27.91%,27.31%,27.24%,N/A
META,+2.12%,10612601,754.79,2025-09-19,27,770.00,Call,-2.02%,15.5,15.95,15.73,541,4074,3.38%,-0.419549,0.421745,738.84,-2.11%,38.96%,15.95,28.57%,27.76%,27.21%,N/A
XOM,+1.88%,13586600,111.28,2025-09-12,20,112.00,Call,-0.65%,1.67,1.76,1.71,925,355,4.68%,-0.456021,0.051296,109.52,-1.58%,44.39%,1.76,28.86%,27.39%,27.21%,N/A
PYPL,+3.48%,9394100,69.9,2025-09-12,20,72.00,Call,-3.00%,1.07,1.11,1.09,173,442,5.22%,-0.355224,0.046582,68.79,-1.59%,32.99%,1.11,28.98%,27.94%,27.12%,N/A
GOOGL,+3.17%,42827000,206.09,2025-09-19,27,212.50,Call,-3.11%,4.25,4.35,4.3,1108,728,25.63%,-0.38253,0.126907,201.74,-2.11%,35.39%,4.35,28.53%,29.26%,27.04%,N/A
NVDA,+1.72%,172789406,177.99,2025-09-26,34,190.00,Call,-6.75%,4.75,4.8,4.78,1075,3397,28.38%,-0.338912,0.129015,173.19,-2.70%,30.45%,4.8,28.95%,28.65%,26.84%,No
GS,+3.62%,1948800,741.89,2025-09-19,27,750.00,Call,-1.09%,14.8,15.65,15.23,149,1698,9.16%,-0.453589,0.35407,726.24,-2.11%,42.91%,15.65,28.52%,34.26%,26.68%,N/A
AAPL,+1.27%,42477801,227.76,2025-09-26,34,230.00,Call,-0.98%,5.7,5.8,5.75,1047,1674,15.50%,-0.479459,0.104992,221.96,-2.55%,44.46%,5.8,27.34%,26.87%,26.60%,N/A
LLY,+0.26%,3222700,711.68,2025-09-19,27,730.00,Call,-2.57%,14.15,15.05,14.6,71,1016,8.87%,-0.396408,0.41165,696.63,-2.11%,36.92%,15.05,28.59%,26.88%,26.20%,N/A
AMZN,+3.10%,37315301,228.84,2025-09-19,27,232.50,Call,-1.60%,4.5,4.6,4.55,616,2214,2.75%,-0.43512,0.119228,224.24,-2.01%,40.32%,4.6,27.17%,26.58%,26.16%,N/A
DIS,+2.28%,7161700,118.86,2025-09-19,27,120.00,Call,-0.96%,2.27,2.35,2.31,2684,11281,8.66%,-0.458509,0.053949,116.51,-1.98%,43.42%,2.35,26.73%,25.82%,25.57%,N/A
MSFT,+0.59%,24324102,507.23,2025-09-19,27,510.00,Call,-0.55%,9.6,9.7,9.65,3883,7712,5.80%,-0.488611,0.214755,497.53,-1.91%,45.75%,9.7,25.85%,25.59%,25.45%,N/A
AMD,+2.47%,43998602,167.76,2025-09-12,20,180.00,Call,-7.30%,2.5,2.54,2.52,2591,3500,14.98%,-0.263237,0.141317,165.22,-1.51%,23.98%,2.54,27.63%,27.20%,25.35%,N/A
XOM,+1.88%,13586600,111.28,2025-09-19,27,112.00,Call,-0.65%,2.1,2.17,2.14,120,449,4.68%,-0.467231,0.045686,109.11,-1.95%,45.31%,2.17,26.36%,25.51%,25.35%,N/A
AMD,+2.47%,43998602,167.76,2025-09-19,27,180.00,Call,-7.30%,3.35,3.45,3.4,5279,17670,14.98%,-0.297464,0.128373,164.31,-2.06%,26.87%,3.45,27.80%,27.00%,25.16%,N/A
MS,+2.76%,6759700,148.02,2025-09-19,27,150.00,Call,-1.34%,2.76,2.85,2.8,186,4923,6.00%,-0.432232,0.067841,145.17,-1.93%,41.33%,2.85,26.03%,25.21%,24.87%,Yes
MA,+1.19%,2389200,598.96,2025-09-19,27,600.00,Call,-0.17%,11,11.75,11.38,91,1179,7.01%,-0.518459,0.23562,587.21,-1.96%,48.50%,11.75,26.52%,24.83%,24.78%,N/A
AMD,+2.47%,43998602,167.76,2025-09-26,34,180.00,Call,-7.30%,4.15,4.25,4.2,654,760,14.98%,-0.323759,0.118931,163.51,-2.53%,29.00%,4.25,27.20%,26.56%,24.75%,N/A
NVO,+2.76%,17913400,56.98,2025-09-19,27,61.00,Call,-7.06%,1.1,1.18,1.14,718,505,29.74%,-0.298779,0.042601,55.8,-2.07%,27.66%,1.18,28.00%,26.10%,24.38%,N/A
META,+2.12%,10612601,754.79,2025-09-12,20,775.00,Call,-2.68%,10.2,10.5,10.35,96,2250,3.38%,-0.351875,0.442015,744.29,-1.39%,32.74%,10.5,25.39%,24.66%,24.02%,N/A
META,+2.12%,10612601,754.79,2025-09-19,27,775.00,Call,-2.68%,13.55,13.8,13.68,210,1977,3.38%,-0.382068,0.403358,740.99,-1.83%,35.29%,13.8,24.72%,24.27%,23.64%,N/A
GOOGL,+3.17%,42827000,206.09,2025-09-12,20,215.00,Call,-4.32%,2.76,2.82,2.79,850,1354,25.63%,-0.302297,0.136752,203.27,-1.37%,27.98%,2.82,24.97%,26.30%,23.43%,N/A
CSCO,+0.45%,16830500,67.32,2025-09-12,20,68.00,Call,-1.01%,0.87,0.92,0.9,685,318,16.62%,-0.424983,0.029735,66.4,-1.37%,40.76%,0.92,24.94%,23.59%,23.35%,N/A
DIS,+2.28%,7161700,118.86,2025-09-26,34,120.00,Call,-0.96%,2.59,2.72,2.66,117,1395,8.66%,-0.469012,0.048533,116.14,-2.29%,44.09%,2.72,24.57%,23.39%,23.17%,N/A
PYPL,+3.48%,9394100,69.9,2025-09-19,27,72.50,Call,-3.72%,1.23,1.26,1.25,350,11858,5.22%,-0.350548,0.040532,68.64,-1.80%,32.14%,1.26,24.37%,23.79%,22.93%,N/A
JPM,+1.64%,8552800,296.24,2025-09-19,27,300.00,Call,-1.27%,5.05,5.2,5.13,878,7149,8.25%,-0.43353,0.128169,291.04,-1.76%,41.05%,5.2,23.73%,23.05%,22.76%,Yes
AAPL,+1.27%,42477801,227.76,2025-09-19,27,232.50,Call,-2.08%,3.85,3.95,3.9,440,1796,15.50%,-0.398874,0.109834,223.81,-1.73%,36.95%,3.95,23.44%,22.85%,22.39%,N/A
GOOGL,+3.17%,42827000,206.09,2025-09-19,27,215.00,Call,-4.32%,3.45,3.5,3.48,7134,19950,25.63%,-0.328844,0.119379,202.59,-1.70%,30.18%,3.5,22.96%,24.01%,21.69%,N/A
