Symbol,Price~,"Exp Date",DTE,"Leg1 Strike",Type,Ask1,"Leg2 Strike",Type,Bid2,BE,BE%,"Max Profit","Max Loss","Max Profit%",Risk/Reward,"IV Rank","Profit Prob"
IWM,234.83,2025-09-19,27,225.00,Call,12.44,236.00,Call,5.01,232.43,-1.02%,3.57,7.43,+48.05%,"2.08 to 1",10.08%,57.0%
IWM,234.83,2025-09-19,27,226.00,Call,11.64,231.00,Call,7.9,229.74,-2.17%,1.26,3.74,+33.69%,"2.97 to 1",10.08%,64.6%
IWM,234.83,2025-09-19,27,226.00,Call,11.64,232.00,Call,7.26,230.38,-1.89%,1.62,4.38,+36.99%,"2.70 to 1",10.08%,62.8%
IWM,234.83,2025-09-19,27,226.00,Call,11.64,233.00,Call,6.65,230.99,-1.64%,2.01,4.99,+40.28%,"2.48 to 1",10.08%,61.1%
IWM,234.83,2025-09-19,27,226.00,Call,11.64,234.00,Call,6.07,231.57,-1.39%,2.43,5.57,+43.63%,"2.29 to 1",10.08%,59.5%
IWM,234.83,2025-09-19,27,226.00,Call,11.64,235.00,Call,5.52,232.12,-1.15%,2.88,6.12,+47.06%,"2.13 to 1",10.08%,57.9%
IWM,234.83,2025-09-19,27,226.00,Call,11.64,236.00,Call,5.01,232.63,-0.94%,3.37,6.63,+50.83%,"1.97 to 1",10.08%,56.4%
IWM,234.83,2025-09-19,27,227.00,Call,10.86,231.00,Call,7.9,229.96,-2.07%,1.04,2.96,+35.14%,"2.85 to 1",10.08%,64.0%
IWM,234.83,2025-09-19,27,227.00,Call,10.86,232.00,Call,7.26,230.6,-1.80%,1.4,3.6,+38.89%,"2.57 to 1",10.08%,62.2%
IWM,234.83,2025-09-19,27,227.00,Call,10.86,233.00,Call,6.65,231.21,-1.54%,1.79,4.21,+42.52%,"2.35 to 1",10.08%,60.5%
IWM,234.83,2025-09-19,27,227.00,Call,10.86,234.00,Call,6.07,231.79,-1.29%,2.21,4.79,+46.14%,"2.17 to 1",10.08%,58.8%
IWM,234.83,2025-09-19,27,227.00,Call,10.86,235.00,Call,5.52,232.34,-1.06%,2.66,5.34,+49.81%,"2.01 to 1",10.08%,57.2%
IWM,234.83,2025-09-19,27,227.00,Call,10.86,236.00,Call,5.01,232.85,-0.84%,3.15,5.85,+53.85%,"1.86 to 1",10.08%,55.8%
IWM,234.83,2025-09-19,27,228.00,Call,10.1,231.00,Call,7.9,230.2,-1.97%,0.8,2.2,+36.36%,"2.75 to 1",10.08%,63.3%
IWM,234.83,2025-09-19,27,228.00,Call,10.1,232.00,Call,7.26,230.84,-1.70%,1.16,2.84,+40.85%,"2.45 to 1",10.08%,61.5%
IWM,234.83,2025-09-19,27,228.00,Call,10.1,233.00,Call,6.65,231.45,-1.44%,1.55,3.45,+44.93%,"2.23 to 1",10.08%,59.8%
IWM,234.83,2025-09-19,27,228.00,Call,10.1,234.00,Call,6.07,232.03,-1.19%,1.97,4.03,+48.88%,"2.05 to 1",10.08%,58.1%
IWM,234.83,2025-09-19,27,228.00,Call,10.1,235.00,Call,5.52,232.58,-0.96%,2.42,4.58,+52.84%,"1.89 to 1",10.08%,56.5%
IWM,234.83,2025-09-19,27,228.00,Call,10.1,236.00,Call,5.01,233.09,-0.74%,2.91,5.09,+57.17%,"1.75 to 1",10.08%,55.1%
IWM,234.83,2025-09-19,27,229.00,Call,9.37,231.00,Call,7.9,230.47,-1.86%,0.53,1.47,+36.05%,"2.77 to 1",10.08%,62.6%
IWM,234.83,2025-09-19,27,229.00,Call,9.37,232.00,Call,7.26,231.11,-1.58%,0.89,2.11,+42.18%,"2.37 to 1",10.08%,60.8%
IWM,234.83,2025-09-19,27,229.00,Call,9.37,233.00,Call,6.65,231.72,-1.32%,1.28,2.72,+47.06%,"2.13 to 1",10.08%,59.0%
IWM,234.83,2025-09-19,27,229.00,Call,9.37,234.00,Call,6.07,232.3,-1.08%,1.7,3.3,+51.52%,"1.94 to 1",10.08%,57.4%
IWM,234.83,2025-09-19,27,229.00,Call,9.37,235.00,Call,5.52,232.85,-0.84%,2.15,3.85,+55.84%,"1.79 to 1",10.08%,55.8%
IWM,234.83,2025-09-19,27,229.00,Call,9.37,236.00,Call,5.01,233.36,-0.63%,2.64,4.36,+60.55%,"1.65 to 1",10.08%,54.3%
IWM,234.83,2025-09-19,27,230.00,Call,8.66,232.00,Call,7.26,231.4,-1.46%,0.6,1.4,+42.86%,"2.33 to 1",10.08%,59.9%
IWM,234.83,2025-09-19,27,230.00,Call,8.66,233.00,Call,6.65,232.01,-1.20%,0.99,2.01,+49.25%,"2.03 to 1",10.08%,58.2%
IWM,234.83,2025-09-19,27,230.00,Call,8.66,234.00,Call,6.07,232.59,-0.95%,1.41,2.59,+54.44%,"1.84 to 1",10.08%,56.5%
IWM,234.83,2025-09-19,27,230.00,Call,8.66,235.00,Call,5.52,233.14,-0.72%,1.86,3.14,+59.24%,"1.69 to 1",10.08%,54.9%
IWM,234.83,2025-09-19,27,230.00,Call,8.66,236.00,Call,5.01,233.65,-0.50%,2.35,3.65,+64.38%,"1.55 to 1",10.08%,53.4%
IWM,234.83,2025-09-19,27,231.00,Call,7.99,232.00,Call,7.26,231.73,-1.32%,0.27,0.73,+36.99%,"2.70 to 1",10.08%,59.0%
IWM,234.83,2025-09-19,27,231.00,Call,7.99,233.00,Call,6.65,232.34,-1.06%,0.66,1.34,+49.25%,"2.03 to 1",10.08%,57.2%
IWM,234.83,2025-09-19,27,231.00,Call,7.99,234.00,Call,6.07,232.92,-0.81%,1.08,1.92,+56.25%,"1.78 to 1",10.08%,55.6%
IWM,234.83,2025-09-19,27,231.00,Call,7.99,235.00,Call,5.52,233.47,-0.58%,1.53,2.47,+61.94%,"1.61 to 1",10.08%,54.0%
IWM,234.83,2025-09-19,27,231.00,Call,7.99,236.00,Call,5.01,233.98,-0.36%,2.02,2.98,+67.79%,"1.48 to 1",10.08%,52.5%
IWM,234.83,2025-09-19,27,232.00,Call,7.34,233.00,Call,6.65,232.69,-0.91%,0.31,0.69,+44.93%,"2.23 to 1",10.08%,56.2%
IWM,234.83,2025-09-19,27,232.00,Call,7.34,234.00,Call,6.07,233.27,-0.66%,0.73,1.27,+57.48%,"1.74 to 1",10.08%,54.5%
IWM,234.83,2025-09-19,27,232.00,Call,7.34,235.00,Call,5.52,233.82,-0.43%,1.18,1.82,+64.84%,"1.54 to 1",10.08%,52.9%
IWM,234.83,2025-09-19,27,232.00,Call,7.34,236.00,Call,5.01,234.33,-0.21%,1.67,2.33,+71.67%,"1.40 to 1",10.08%,51.5%
IWM,234.83,2025-10-17,55,224.00,Call,15.36,230.00,Call,10.97,228.39,-2.74%,1.61,4.39,+36.67%,"2.73 to 1",10.08%,63.3%
IWM,234.83,2025-10-17,55,224.00,Call,15.36,231.00,Call,10.33,229.03,-2.47%,1.97,5.03,+39.17%,"2.55 to 1",10.08%,62.0%
IWM,234.83,2025-10-17,55,224.00,Call,15.36,232.00,Call,9.72,229.64,-2.21%,2.36,5.64,+41.84%,"2.39 to 1",10.08%,60.8%
IWM,234.83,2025-10-17,55,224.00,Call,15.36,235.00,Call,7.99,231.37,-1.47%,3.63,7.37,+49.25%,"2.03 to 1",10.08%,57.2%
IWM,234.83,2025-10-17,55,224.00,Call,15.36,236.00,Call,7.47,231.89,-1.25%,4.11,7.89,+52.09%,"1.92 to 1",10.08%,56.1%
IWM,234.83,2025-10-17,55,224.00,Call,15.36,237.00,Call,6.96,232.4,-1.03%,4.6,8.4,+54.76%,"1.83 to 1",10.08%,55.1%
IWM,234.83,2025-10-17,55,225.00,Call,14.61,230.00,Call,10.97,228.64,-2.64%,1.36,3.64,+37.36%,"2.68 to 1",10.08%,62.8%
IWM,234.83,2025-10-17,55,225.00,Call,14.61,231.00,Call,10.33,229.28,-2.36%,1.72,4.28,+40.19%,"2.49 to 1",10.08%,61.5%
IWM,234.83,2025-10-17,55,225.00,Call,14.61,232.00,Call,9.72,229.89,-2.10%,2.11,4.89,+43.15%,"2.32 to 1",10.08%,60.3%
IWM,234.83,2025-10-17,55,225.00,Call,14.61,235.00,Call,7.99,231.62,-1.37%,3.38,6.62,+51.06%,"1.96 to 1",10.08%,56.7%
IWM,234.83,2025-10-17,55,225.00,Call,14.61,236.00,Call,7.47,232.14,-1.15%,3.86,7.14,+54.06%,"1.85 to 1",10.08%,55.6%
IWM,234.83,2025-10-17,55,225.00,Call,14.61,237.00,Call,6.96,232.65,-0.93%,4.35,7.65,+56.86%,"1.76 to 1",10.08%,54.5%
IWM,234.83,2025-10-17,55,227.00,Call,13.14,230.00,Call,10.97,229.17,-2.41%,0.83,2.17,+38.25%,"2.61 to 1",10.08%,61.7%
IWM,234.83,2025-10-17,55,227.00,Call,13.14,231.00,Call,10.33,229.81,-2.14%,1.19,2.81,+42.35%,"2.36 to 1",10.08%,60.4%
IWM,234.83,2025-10-17,55,227.00,Call,13.14,232.00,Call,9.72,230.42,-1.88%,1.58,3.42,+46.20%,"2.16 to 1",10.08%,59.2%
IWM,234.83,2025-10-17,55,227.00,Call,13.14,235.00,Call,7.99,232.15,-1.14%,2.85,5.15,+55.34%,"1.81 to 1",10.08%,55.6%
IWM,234.83,2025-10-17,55,227.00,Call,13.14,236.00,Call,7.47,232.67,-0.92%,3.33,5.67,+58.73%,"1.70 to 1",10.08%,54.5%
IWM,234.83,2025-10-17,55,227.00,Call,13.14,237.00,Call,6.96,233.18,-0.70%,3.82,6.18,+61.81%,"1.62 to 1",10.08%,53.4%
IWM,234.83,2025-10-17,55,230.00,Call,11.08,231.00,Call,10.33,230.75,-1.74%,0.25,0.75,+33.33%,"3.00 to 1",10.08%,58.5%
IWM,234.83,2025-10-17,55,230.00,Call,11.08,232.00,Call,9.72,231.36,-1.48%,0.64,1.36,+47.06%,"2.13 to 1",10.08%,57.2%
IWM,234.83,2025-10-17,55,230.00,Call,11.08,235.00,Call,7.99,233.09,-0.74%,1.91,3.09,+61.81%,"1.62 to 1",10.08%,53.6%
IWM,234.83,2025-10-17,55,230.00,Call,11.08,236.00,Call,7.47,233.61,-0.52%,2.39,3.61,+66.21%,"1.51 to 1",10.08%,52.5%
IWM,234.83,2025-10-17,55,230.00,Call,11.08,237.00,Call,6.96,234.12,-0.30%,2.88,4.12,+69.90%,"1.43 to 1",10.08%,51.5%
IWM,234.83,2025-10-17,55,231.00,Call,10.44,232.00,Call,9.72,231.72,-1.32%,0.28,0.72,+38.89%,"2.57 to 1",10.08%,56.5%
IWM,234.83,2025-10-17,55,231.00,Call,10.44,235.00,Call,7.99,233.45,-0.59%,1.55,2.45,+63.27%,"1.58 to 1",10.08%,52.9%
IWM,234.83,2025-10-17,55,231.00,Call,10.44,236.00,Call,7.47,233.97,-0.37%,2.03,2.97,+68.35%,"1.46 to 1",10.08%,51.8%
IWM,234.83,2025-10-17,55,231.00,Call,10.44,237.00,Call,6.96,234.48,-0.15%,2.52,3.48,+72.41%,"1.38 to 1",10.08%,50.7%
IWM,234.83,2025-10-17,55,232.00,Call,9.81,235.00,Call,7.99,233.82,-0.43%,1.18,1.82,+64.84%,"1.54 to 1",10.08%,52.1%
IWM,234.83,2025-10-17,55,232.00,Call,9.81,236.00,Call,7.47,234.34,-0.21%,1.66,2.34,+70.94%,"1.41 to 1",10.08%,51.0%
IWM,234.83,2025-10-17,55,232.00,Call,9.81,237.00,Call,6.96,234.85,0.01%,2.15,2.85,+75.44%,"1.33 to 1",10.08%,50.0%
QQQ,571.97,2025-09-19,27,550.00,Call,27.92,575.00,Call,9.32,568.6,-0.59%,6.4,18.6,+34.41%,"2.91 to 1",6.92%,55.3%
QQQ,571.97,2025-09-19,27,555.00,Call,23.75,572.00,Call,11.1,567.65,-0.76%,4.35,12.65,+34.39%,"2.91 to 1",6.92%,56.8%
QQQ,571.97,2025-09-19,27,555.00,Call,23.75,573.00,Call,10.49,568.26,-0.65%,4.74,13.26,+35.75%,"2.80 to 1",6.92%,55.9%
QQQ,571.97,2025-09-19,27,555.00,Call,23.75,574.00,Call,9.9,568.85,-0.55%,5.15,13.85,+37.18%,"2.69 to 1",6.92%,54.9%
QQQ,571.97,2025-09-19,27,555.00,Call,23.75,575.00,Call,9.32,569.43,-0.44%,5.57,14.43,+38.60%,"2.59 to 1",6.92%,54.0%
QQQ,571.97,2025-09-19,27,557.00,Call,22.02,569.00,Call,13.03,565.99,-1.05%,3.01,8.99,+33.48%,"2.99 to 1",6.92%,59.4%
QQQ,571.97,2025-09-19,27,557.00,Call,22.02,570.00,Call,12.37,566.65,-0.93%,3.35,9.65,+34.72%,"2.88 to 1",6.92%,58.4%
QQQ,571.97,2025-09-19,27,557.00,Call,22.02,571.00,Call,11.72,567.3,-0.82%,3.7,10.3,+35.92%,"2.78 to 1",6.92%,57.4%
QQQ,571.97,2025-09-19,27,557.00,Call,22.02,572.00,Call,11.1,567.92,-0.71%,4.08,10.92,+37.36%,"2.68 to 1",6.92%,56.4%
QQQ,571.97,2025-09-19,27,557.00,Call,22.02,573.00,Call,10.49,568.53,-0.60%,4.47,11.53,+38.77%,"2.58 to 1",6.92%,55.4%
QQQ,571.97,2025-09-19,27,557.00,Call,22.02,574.00,Call,9.9,569.12,-0.50%,4.88,12.12,+40.26%,"2.48 to 1",6.92%,54.5%
QQQ,571.97,2025-09-19,27,557.00,Call,22.02,575.00,Call,9.32,569.7,-0.40%,5.3,12.7,+41.73%,"2.40 to 1",6.92%,53.6%
QQQ,571.97,2025-09-19,27,559.00,Call,20.43,568.00,Call,13.7,565.73,-1.09%,2.27,6.73,+33.73%,"2.96 to 1",6.92%,59.8%
QQQ,571.97,2025-09-19,27,559.00,Call,20.43,569.00,Call,13.03,566.4,-0.97%,2.6,7.4,+35.14%,"2.85 to 1",6.92%,58.8%
QQQ,571.97,2025-09-19,27,559.00,Call,20.43,570.00,Call,12.37,567.06,-0.86%,2.94,8.06,+36.48%,"2.74 to 1",6.92%,57.8%
QQQ,571.97,2025-09-19,27,559.00,Call,20.43,571.00,Call,11.72,567.71,-0.74%,3.29,8.71,+37.77%,"2.65 to 1",6.92%,56.7%
QQQ,571.97,2025-09-19,27,559.00,Call,20.43,572.00,Call,11.1,568.33,-0.64%,3.67,9.33,+39.34%,"2.54 to 1",6.92%,55.8%
QQQ,571.97,2025-09-19,27,559.00,Call,20.43,573.00,Call,10.49,568.94,-0.53%,4.06,9.94,+40.85%,"2.45 to 1",6.92%,54.8%
QQQ,571.97,2025-09-19,27,559.00,Call,20.43,574.00,Call,9.9,569.53,-0.43%,4.47,10.53,+42.45%,"2.36 to 1",6.92%,53.9%
QQQ,571.97,2025-09-19,27,559.00,Call,20.43,575.00,Call,9.32,570.11,-0.33%,4.89,11.11,+44.01%,"2.27 to 1",6.92%,52.9%
QQQ,571.97,2025-09-19,27,560.00,Call,19.65,568.00,Call,13.7,565.95,-1.05%,2.05,5.95,+34.45%,"2.90 to 1",6.92%,59.5%
QQQ,571.97,2025-09-19,27,560.00,Call,19.65,569.00,Call,13.03,566.62,-0.94%,2.38,6.62,+35.95%,"2.78 to 1",6.92%,58.4%
QQQ,571.97,2025-09-19,27,560.00,Call,19.65,570.00,Call,12.37,567.28,-0.82%,2.72,7.28,+37.36%,"2.68 to 1",6.92%,57.4%
QQQ,571.97,2025-09-19,27,560.00,Call,19.65,571.00,Call,11.72,567.93,-0.71%,3.07,7.93,+38.71%,"2.58 to 1",6.92%,56.4%
QQQ,571.97,2025-09-19,27,560.00,Call,19.65,572.00,Call,11.1,568.55,-0.60%,3.45,8.55,+40.35%,"2.48 to 1",6.92%,55.4%
QQQ,571.97,2025-09-19,27,560.00,Call,19.65,573.00,Call,10.49,569.16,-0.49%,3.84,9.16,+41.92%,"2.39 to 1",6.92%,54.4%
QQQ,571.97,2025-09-19,27,560.00,Call,19.65,574.00,Call,9.9,569.75,-0.39%,4.25,9.75,+43.59%,"2.29 to 1",6.92%,53.5%
QQQ,571.97,2025-09-19,27,560.00,Call,19.65,575.00,Call,9.32,570.33,-0.29%,4.67,10.33,+45.21%,"2.21 to 1",6.92%,52.6%
QQQ,571.97,2025-09-19,27,562.00,Call,18.11,567.00,Call,14.38,565.73,-1.09%,1.27,3.73,+34.05%,"2.94 to 1",6.92%,59.8%
QQQ,571.97,2025-09-19,27,562.00,Call,18.11,568.00,Call,13.7,566.41,-0.97%,1.59,4.41,+36.05%,"2.77 to 1",6.92%,58.8%
QQQ,571.97,2025-09-19,27,562.00,Call,18.11,569.00,Call,13.03,567.08,-0.85%,1.92,5.08,+37.80%,"2.65 to 1",6.92%,57.7%
QQQ,571.97,2025-09-19,27,562.00,Call,18.11,570.00,Call,12.37,567.74,-0.74%,2.26,5.74,+39.37%,"2.54 to 1",6.92%,56.7%
QQQ,571.97,2025-09-19,27,562.00,Call,18.11,571.00,Call,11.72,568.39,-0.63%,2.61,6.39,+40.85%,"2.45 to 1",6.92%,55.7%
QQQ,571.97,2025-09-19,27,562.00,Call,18.11,572.00,Call,11.1,569.01,-0.52%,2.99,7.01,+42.65%,"2.34 to 1",6.92%,54.7%
QQQ,571.97,2025-09-19,27,562.00,Call,18.11,573.00,Call,10.49,569.62,-0.41%,3.38,7.62,+44.36%,"2.25 to 1",6.92%,53.7%
QQQ,571.97,2025-09-19,27,562.00,Call,18.11,574.00,Call,9.9,570.21,-0.31%,3.79,8.21,+46.16%,"2.17 to 1",6.92%,52.8%
QQQ,571.97,2025-09-19,27,562.00,Call,18.11,575.00,Call,9.32,570.79,-0.21%,4.21,8.79,+47.90%,"2.09 to 1",6.92%,51.9%
QQQ,571.97,2025-09-19,27,563.00,Call,17.36,567.00,Call,14.38,565.98,-1.05%,1.02,2.98,+34.23%,"2.92 to 1",6.92%,59.4%
QQQ,571.97,2025-09-19,27,563.00,Call,17.36,568.00,Call,13.7,566.66,-0.93%,1.34,3.66,+36.61%,"2.73 to 1",6.92%,58.4%
QQQ,571.97,2025-09-19,27,563.00,Call,17.36,569.00,Call,13.03,567.33,-0.81%,1.67,4.33,+38.57%,"2.59 to 1",6.92%,57.3%
QQQ,571.97,2025-09-19,27,563.00,Call,17.36,570.00,Call,12.37,567.99,-0.70%,2.01,4.99,+40.28%,"2.48 to 1",6.92%,56.3%
QQQ,571.97,2025-09-19,27,563.00,Call,17.36,571.00,Call,11.72,568.64,-0.58%,2.36,5.64,+41.84%,"2.39 to 1",6.92%,55.3%
QQQ,571.97,2025-09-19,27,563.00,Call,17.36,572.00,Call,11.1,569.26,-0.47%,2.74,6.26,+43.77%,"2.28 to 1",6.92%,54.3%
QQQ,571.97,2025-09-19,27,563.00,Call,17.36,573.00,Call,10.49,569.87,-0.37%,3.13,6.87,+45.56%,"2.19 to 1",6.92%,53.3%
QQQ,571.97,2025-09-19,27,563.00,Call,17.36,574.00,Call,9.9,570.46,-0.26%,3.54,7.46,+47.45%,"2.11 to 1",6.92%,52.4%
QQQ,571.97,2025-09-19,27,563.00,Call,17.36,575.00,Call,9.32,571.04,-0.16%,3.96,8.04,+49.25%,"2.03 to 1",6.92%,51.5%
QQQ,571.97,2025-09-19,27,564.00,Call,16.62,567.00,Call,14.38,566.24,-1.00%,0.76,2.24,+33.93%,"2.95 to 1",6.92%,59.0%
QQQ,571.97,2025-09-19,27,564.00,Call,16.62,568.00,Call,13.7,566.92,-0.88%,1.08,2.92,+36.99%,"2.70 to 1",6.92%,58.0%
QQQ,571.97,2025-09-19,27,564.00,Call,16.62,569.00,Call,13.03,567.59,-0.77%,1.41,3.59,+39.28%,"2.55 to 1",6.92%,56.9%
QQQ,571.97,2025-09-19,27,564.00,Call,16.62,570.00,Call,12.37,568.25,-0.65%,1.75,4.25,+41.18%,"2.43 to 1",6.92%,55.9%
QQQ,571.97,2025-09-19,27,564.00,Call,16.62,571.00,Call,11.72,568.9,-0.54%,2.1,4.9,+42.86%,"2.33 to 1",6.92%,54.9%
QQQ,571.97,2025-09-19,27,564.00,Call,16.62,572.00,Call,11.1,569.52,-0.43%,2.48,5.52,+44.93%,"2.23 to 1",6.92%,53.9%
QQQ,571.97,2025-09-19,27,564.00,Call,16.62,573.00,Call,10.49,570.13,-0.32%,2.87,6.13,+46.82%,"2.14 to 1",6.92%,52.9%
