Symbol,%Chg~,Volume~,Price~,"Exp Date",DTE,Strike,Type,Moneyness,Bid,Ask,Mid,Volume,"Open Int","IV Rank",Delta,Theta,"BE (Ask)","%BE (Ask)","ITM Prob","TP Ask","%TP Ask(a)","Static Ann Rtn","Ann Yield to Strike%","Exp B4 Earnings"
AMD,+0.31%,13014801,167.65,2025-09-26,29,170.00,Call,-1.12%,7.05,7.2,7.13,230,1521,13.34%,-0.490278,0.144928,160.91,-4.28%,46.22%,7.2,53.91%,52.78%,52.20%,N/A
NVDA,-1.98%,101876507,178,2025-09-19,22,180.00,Call,-1.21%,5.6,5.7,5.65,5236,40745,9.69%,-0.477901,0.155144,172.14,-3.21%,44.70%,5.7,53.18%,52.24%,51.62%,N/A
AVGO,+2.42%,4631899,307.52,2025-09-19,22,317.50,Call,-3.84%,9.7,9.95,9.83,28,360,30.62%,-0.399788,0.334689,295.8,-3.25%,37.77%,9.95,53.99%,52.64%,50.69%,No
PLTR,-1.53%,17057473,154.32,2025-10-03,36,160.00,Call,-3.39%,7.95,8.15,8.05,298,852,19.57%,-0.459581,0.147472,146.6,-5.27%,41.94%,8.15,53.40%,52.09%,50.38%,N/A
PYPL,+0.26%,1242973,69.83,2025-09-19,22,70.00,Call,-0.27%,2.06,2.09,2.08,813,9197,6.19%,-0.522145,0.050099,67.72,-2.99%,48.51%,2.09,49.67%,48.96%,48.82%,N/A
AMD,+0.31%,13014801,167.65,2025-09-19,22,172.50,Call,-2.61%,5,5.1,5.05,530,2504,13.34%,-0.423344,0.16178,163.01,-3.03%,40.13%,5.1,50.33%,49.35%,48.09%,N/A
AMD,+0.31%,13014801,167.65,2025-10-03,36,170.00,Call,-1.12%,8,8.15,8.08,74,547,13.34%,-0.498963,0.130679,159.96,-4.85%,46.59%,8.15,49.15%,48.25%,47.71%,N/A
PLTR,-1.53%,17057473,154.32,2025-09-19,22,162.50,Call,-5.01%,4.65,4.8,4.73,173,2114,19.57%,-0.376346,0.173637,149.95,-3.10%,34.84%,4.8,51.46%,49.85%,47.48%,N/A
META,+0.17%,1624531,748.67,2025-09-19,22,745.00,Call,0.00%,21.3,21.65,21.48,62,760,2.06%,-0.54542,0.48246,723.35,-2.91%,50.00%,21.65,48.21%,47.43%,47.43%,N/A
GOOGL,+1.43%,7779717,210.45,2025-09-26,29,210.00,Call,-0.11%,7.65,7.8,7.73,65,637,26.53%,-0.536892,0.13753,201.97,-3.72%,49.50%,7.8,46.80%,47.16%,45.85%,N/A
NVDA,-1.98%,101876507,178,2025-09-26,29,180.00,Call,-1.21%,6.55,6.6,6.57,2164,6765,9.69%,-0.488294,0.13509,171.24,-3.71%,45.32%,6.6,46.71%,46.36%,45.80%,N/A
AVGO,+2.42%,4631899,307.52,2025-09-19,22,320.00,Call,-4.66%,8.8,9.05,8.93,342,17974,30.62%,-0.375314,0.328837,296.7,-2.96%,35.36%,9.05,49.11%,47.75%,45.63%,No
CRM,+1.16%,1250776,253.06,2025-09-26,29,260.00,Call,-3.43%,9.4,9.9,9.65,510,608,62.22%,-0.444091,0.222322,241.47,-3.94%,39.21%,9.9,49.57%,47.07%,45.50%,No
GOOGL,+1.43%,7779717,210.45,2025-09-19,22,212.50,Call,-1.30%,5.65,5.75,5.7,188,1903,26.53%,-0.472869,0.157667,204.02,-2.74%,43.39%,5.75,45.48%,46.35%,44.11%,N/A
AMD,+0.31%,13014801,167.65,2025-09-26,29,172.50,Call,-2.61%,6,6.1,6.05,28,750,13.34%,-0.440675,0.142069,162.01,-3.63%,41.31%,6.1,45.67%,44.92%,43.78%,N/A
AAPL,-0.05%,7127934,230.37,2025-09-19,22,230.00,Call,+0.03%,5.95,6.05,6,929,39233,15.80%,-0.530592,0.140855,224.02,-2.63%,50.20%,5.98,43.12%,42.91%,42.92%,N/A
NVDA,-1.98%,101876507,178,2025-10-03,36,180.00,Call,-1.21%,7.45,7.5,7.48,1619,4021,9.69%,-0.496992,0.122077,170.34,-4.22%,45.78%,7.5,42.76%,42.47%,41.96%,N/A
NVDA,-1.98%,101876507,178,2025-09-19,22,182.50,Call,-2.62%,4.55,4.65,4.6,2812,8091,9.69%,-0.416895,0.150072,173.19,-2.61%,38.68%,4.65,43.38%,42.45%,41.36%,N/A
META,+0.17%,1624531,748.67,2025-09-19,22,750.00,Call,-0.67%,18.65,18.95,18.8,637,4780,2.06%,-0.504541,0.479144,726.05,-2.54%,45.90%,18.95,42.20%,41.53%,41.26%,N/A
PANW,+0.90%,891341,189.3,2025-09-19,22,190.00,Call,-0.97%,4.6,4.8,4.7,105,11726,6.50%,-0.493328,0.122855,183.37,-2.55%,44.14%,4.8,42.32%,40.56%,40.17%,N/A
NFLX,-0.18%,404100,1221.27,2025-09-19,22,"1,220.00",Call,-0.30%,28.9,31.2,30.05,41,1494,7.91%,-0.516566,0.743724,1185.19,-2.56%,48.06%,31.2,42.56%,39.42%,39.30%,Yes
PLTR,-1.53%,17057473,154.32,2025-09-19,22,165.00,Call,-6.62%,3.9,3.95,3.93,761,14819,19.57%,-0.330928,0.165223,150.8,-2.55%,30.44%,3.95,42.35%,41.81%,39.21%,N/A
AMD,+0.31%,13014801,167.65,2025-09-19,22,175.00,Call,-4.10%,4.1,4.2,4.15,737,16727,13.34%,-0.36937,0.155017,163.91,-2.50%,34.82%,4.2,41.45%,40.46%,38.87%,N/A
AMZN,+0.46%,5495230,230.18,2025-09-19,22,230.00,Call,-0.52%,5.3,5.35,5.32,334,27099,1.60%,-0.507826,0.135075,223.47,-2.34%,46.51%,5.35,38.79%,38.43%,38.23%,N/A
PLTR,-1.53%,17057473,154.32,2025-09-26,29,165.00,Call,-6.62%,5,5.15,5.08,112,1334,19.57%,-0.361173,0.150352,149.6,-3.33%,32.87%,5.15,41.89%,40.67%,38.14%,N/A
AAPL,-0.05%,7127934,230.37,2025-09-26,29,230.00,Call,+0.03%,6.75,6.85,6.8,510,2892,15.80%,-0.534234,0.122892,223.22,-2.98%,50.17%,6.78,37.09%,36.93%,36.94%,N/A
AVGO,+2.42%,4631899,307.52,2025-09-19,22,325.00,Call,-6.30%,7.2,7.4,7.3,25,345,30.62%,-0.325366,0.307666,298.35,-2.42%,30.51%,7.4,40.15%,39.07%,36.76%,No
META,+0.17%,1624531,748.67,2025-09-26,29,750.00,Call,-0.67%,21.8,22.2,22,465,480,2.06%,-0.511747,0.424344,722.8,-2.98%,46.44%,22.2,37.51%,36.83%,36.58%,N/A
AMD,+0.31%,13014801,167.65,2025-09-26,29,175.00,Call,-4.10%,5.05,5.15,5.1,147,1364,13.34%,-0.392408,0.137343,162.96,-3.06%,36.58%,5.15,38.56%,37.81%,36.32%,N/A
META,+0.17%,1624531,748.67,2025-09-19,22,755.00,Call,-1.34%,16.2,16.5,16.35,31,1495,2.06%,-0.463056,0.46929,728.5,-2.21%,41.77%,16.5,36.74%,36.08%,35.60%,N/A
GOOGL,+1.43%,7779717,210.45,2025-09-19,22,215.00,Call,-2.49%,4.55,4.65,4.6,441,23391,26.53%,-0.412146,0.151554,205.12,-2.22%,37.42%,4.65,36.78%,37.65%,35.11%,N/A
AMD,+0.31%,13014801,167.65,2025-10-03,36,175.00,Call,-4.10%,5.95,6.05,6,148,360,13.34%,-0.410523,0.125481,162.06,-3.60%,37.87%,6.05,36.49%,35.89%,34.47%,N/A
JPM,+0.35%,846294,300.33,2025-09-19,22,300.00,Call,+0.03%,6.2,6.35,6.28,89,6726,9.05%,-0.502926,0.155318,293.73,-2.12%,50.20%,6.27,34.67%,34.28%,34.29%,Yes
CRM,+1.16%,1250776,253.06,2025-09-19,22,270.00,Call,-7.41%,5.55,5.65,5.6,42,4945,62.22%,-0.313449,0.244354,245.72,-2.25%,26.95%,5.65,37.29%,36.63%,34.10%,No
AMZN,+0.46%,5495230,230.18,2025-09-26,29,230.00,Call,-0.52%,6.15,6.3,6.23,120,1401,1.60%,-0.515098,0.120468,222.52,-2.75%,46.99%,6.3,34.65%,33.83%,33.65%,N/A
AAPL,-0.05%,7127934,230.37,2025-09-19,22,232.50,Call,-1.06%,4.65,4.75,4.7,211,2300,15.80%,-0.459514,0.136153,225.32,-2.06%,43.10%,4.75,34.25%,33.53%,33.18%,N/A
AAPL,-0.05%,7127934,230.37,2025-10-03,36,230.00,Call,+0.03%,7.5,7.65,7.58,90,402,15.80%,-0.538183,0.110364,222.42,-3.33%,50.16%,7.58,33.40%,33.05%,33.06%,N/A
NVDA,-1.98%,101876507,178,2025-09-19,22,185.00,Call,-4.03%,3.55,3.6,3.58,9289,104637,9.69%,-0.355301,0.139509,174.24,-2.02%,32.69%,3.6,33.58%,33.12%,31.84%,N/A
RTX,+0.21%,287359,160.17,2025-09-19,22,160.00,Call,-0.18%,3,3.2,3.1,36,4579,9.79%,-0.516767,0.072071,156.51,-2.00%,48.42%,3.2,33.24%,31.16%,31.11%,N/A
AMZN,+0.46%,5495230,230.18,2025-10-03,36,230.00,Call,-0.52%,7.05,7.15,7.1,59,588,1.60%,-0.521483,0.109913,221.67,-3.12%,47.30%,7.15,31.68%,31.24%,31.08%,N/A
GOOGL,+1.43%,7779717,210.45,2025-09-26,29,215.00,Call,-2.49%,5.3,5.4,5.35,303,789,26.53%,-0.426447,0.129168,204.37,-2.57%,38.54%,5.4,32.40%,33.06%,31.03%,N/A
MSFT,-0.03%,3348875,506.57,2025-09-19,22,507.50,Call,-0.31%,9.45,9.6,9.52,112,897,5.18%,-0.516393,0.236678,496.31,-1.90%,47.29%,9.6,31.48%,30.99%,30.89%,N/A
AMD,+0.31%,13014801,167.65,2025-09-19,22,177.50,Call,-5.59%,3.3,3.4,3.35,122,866,13.34%,-0.317544,0.145075,164.71,-2.02%,29.78%,3.4,33.55%,32.57%,30.85%,N/A
NVDA,-1.98%,101876507,178,2025-09-26,29,185.00,Call,-4.03%,4.5,4.55,4.53,2064,6239,9.69%,-0.381128,0.12563,173.29,-2.56%,34.81%,4.55,32.20%,31.85%,30.62%,N/A
META,+0.17%,1624531,748.67,2025-09-19,22,760.00,Call,-2.01%,14,14.25,14.13,62,2531,2.06%,-0.421691,0.456356,730.75,-1.91%,37.72%,14.25,31.73%,31.18%,30.56%,N/A
LLY,-0.23%,1084495,732.46,2025-09-19,22,750.00,Call,-1.62%,13.55,14.2,13.88,29,3638,10.31%,-0.403011,0.456314,723.87,-1.92%,40.47%,14.2,31.92%,30.46%,29.97%,N/A
AMD,+0.31%,13014801,167.65,2025-09-26,29,177.50,Call,-5.59%,4.2,4.3,4.25,59,404,13.34%,-0.345727,0.130583,163.81,-2.56%,32.04%,4.3,32.19%,31.44%,29.78%,N/A
NVDA,-1.98%,101876507,178,2025-10-03,36,185.00,Call,-4.03%,5.35,5.45,5.4,1065,2122,9.69%,-0.400459,0.115543,172.39,-3.06%,36.30%,5.45,31.07%,30.50%,29.32%,N/A
AVGO,+2.42%,4631899,307.52,2025-09-19,22,330.00,Call,-7.93%,5.8,6.05,5.93,108,8125,30.62%,-0.279623,0.285336,299.7,-1.98%,26.09%,6.05,32.83%,31.47%,29.16%,No
AMZN,+0.46%,5495230,230.18,2025-09-19,22,232.50,Call,-1.61%,4.05,4.15,4.1,112,2633,1.60%,-0.432309,0.128404,224.67,-1.81%,39.01%,4.15,30.09%,29.37%,28.90%,N/A
CSCO,+0.57%,1973570,68.83,2025-09-19,22,69.00,Call,-0.10%,1.16,1.25,1.21,52,6646,15.63%,-0.49677,0.029499,67.68,-1.81%,49.09%,1.25,30.09%,27.92%,27.89%,N/A
GOOGL,+1.43%,7779717,210.45,2025-09-19,22,217.50,Call,-3.68%,3.65,3.75,3.7,49,3565,26.53%,-0.352855,0.142312,206.02,-1.79%,31.68%,3.75,29.66%,30.53%,27.84%,N/A
CAT,+0.58%,140563,435.18,2025-09-19,22,440.00,Call,-1.31%,7.25,7.7,7.48,34,1450,5.30%,-0.426772,0.235823,426.63,-1.77%,41.06%,7.7,29.41%,27.69%,27.34%,N/A
GS,-0.01%,220841,749.6,2025-09-19,22,760.00,Call,-1.40%,12.25,12.7,12.48,49,645,10.44%,-0.419261,0.396509,736.78,-1.69%,40.23%,12.7,28.11%,35.97%,26.74%,Yes
NVO,-0.41%,2284353,56.21,2025-09-19,22,60.00,Call,-6.61%,0.96,0.99,0.98,131,10086,26.56%,-0.286745,0.044586,55.29,-1.76%,26.34%,0.99,29.18%,28.30%,26.55%,N/A
MSFT,-0.03%,3348875,506.57,2025-09-19,22,510.00,Call,-0.81%,8.15,8.3,8.23,415,11214,5.18%,-0.473345,0.231835,497.61,-1.64%,42.98%,8.3,27.22%,26.73%,26.51%,N/A
JNJ,-0.87%,1753106,175.26,2025-09-19,22,175.00,Call,+0.35%,2.76,2.94,2.85,40,12209,11.94%,-0.528322,0.063693,172.67,-1.67%,53.63%,2.33,22.01%,26.08%,26.17%,Yes
AAPL,-0.05%,7127934,230.37,2025-09-19,22,235.00,Call,-2.14%,3.55,3.65,3.6,1114,30312,15.80%,-0.387838,0.127909,226.42,-1.59%,36.04%,3.65,26.32%,25.60%,25.06%,N/A
NVDA,-1.98%,101876507,178,2025-09-19,22,187.50,Call,-5.43%,2.82,2.84,2.83,1344,14274,9.69%,-0.299048,0.128746,175,-1.60%,27.27%,2.84,26.49%,26.31%,24.95%,N/A
AMD,+0.31%,13014801,167.65,2025-09-19,22,180.00,Call,-7.07%,2.7,2.74,2.72,1235,22272,13.34%,-0.271244,0.134838,165.37,-1.63%,25.29%,2.74,27.04%,26.65%,24.89%,N/A
AMD,+0.31%,13014801,167.65,2025-09-26,29,180.00,Call,-7.07%,3.5,3.6,3.55,442,1806,13.34%,-0.302768,0.123309,164.51,-2.14%,27.88%,3.6,26.95%,26.20%,24.47%,N/A
MSFT,-0.03%,3348875,506.57,2025-09-26,29,510.00,Call,-0.81%,9.7,9.9,9.8,167,462,5.18%,-0.484752,0.206431,496.01,-1.96%,43.91%,9.9,24.63%,24.13%,23.94%,N/A
AAPL,-0.05%,7127934,230.37,2025-09-26,29,235.00,Call,-2.14%,4.3,4.4,4.35,145,2523,15.80%,-0.406545,0.111753,225.67,-1.91%,37.49%,4.4,24.07%,23.52%,23.03%,N/A
PG,-0.66%,681813,155.92,2025-09-19,22,157.50,Call,-0.56%,2.18,2.41,2.3,43,567,23.11%,-0.45015,0.063998,154.22,-1.54%,44.93%,2.41,25.53%,23.09%,22.96%,Yes
DIS,-0.86%,721724,117.07,2025-09-19,22,119.00,Call,-1.46%,1.62,1.75,1.69,50,953,7.82%,-0.410866,0.05541,115.54,-1.49%,38.68%,1.75,24.75%,22.92%,22.59%,N/A
GS,-0.01%,220841,749.6,2025-09-19,22,765.00,Call,-2.07%,10.4,10.8,10.6,30,413,10.44%,-0.373076,0.379074,738.68,-1.44%,35.67%,10.8,23.91%,31.88%,22.55%,Yes
PANW,+0.90%,891341,189.3,2025-09-19,22,195.00,Call,-3.63%,2.64,2.76,2.7,274,7420,6.50%,-0.342016,0.112023,185.41,-1.47%,29.57%,2.76,24.33%,23.28%,22.46%,N/A
GOOGL,+1.43%,7779717,210.45,2025-09-19,22,220.00,Call,-4.88%,2.93,2.96,2.95,1708,44262,26.53%,-0.299631,0.133056,206.81,-1.41%,26.62%,2.96,23.41%,24.83%,22.10%,N/A
META,+0.17%,1624531,748.67,2025-09-19,22,770.00,Call,-3.36%,10.25,10.45,10.35,33,4305,2.06%,-0.34154,0.419421,734.55,-1.40%,30.00%,10.45,23.27%,22.83%,22.09%,N/A
AMZN,+0.46%,5495230,230.18,2025-09-19,22,235.00,Call,-2.70%,3.05,3.15,3.1,420,27757,1.60%,-0.35817,0.119106,225.67,-1.38%,31.82%,3.15,22.84%,22.11%,21.53%,N/A
BRK.B,+0.62%,616166,498.77,2025-09-19,22,500.00,Call,-0.20%,6.35,6.6,6.48,240,3757,3.69%,-0.485459,0.184611,492.42,-1.32%,47.75%,6.6,21.94%,21.11%,21.07%,N/A
PYPL,+0.26%,1242973,69.83,2025-09-19,22,73.00,Call,-4.57%,0.91,0.94,0.93,34,383,6.19%,-0.299649,0.042274,68.87,-1.35%,26.82%,0.94,22.34%,21.63%,20.68%,N/A
AMZN,+0.46%,5495230,230.18,2025-09-26,29,235.00,Call,-2.70%,3.85,4,3.93,81,2194,1.60%,-0.385677,0.109334,224.82,-1.75%,34.25%,4,22.00%,21.18%,20.62%,N/A
GOOGL,+1.43%,7779717,210.45,2025-09-26,29,220.00,Call,-4.88%,3.55,3.65,3.6,105,1479,26.53%,-0.322425,0.116071,206.12,-1.74%,28.54%,3.65,21.90%,22.56%,20.31%,N/A
AMZN,+0.46%,5495230,230.18,2025-10-03,36,235.00,Call,-2.70%,4.65,4.8,4.73,113,539,1.60%,-0.405911,0.101924,224.02,-2.10%,35.90%,4.8,21.27%,20.60%,20.06%,N/A
BRK.B,+0.62%,616166,498.77,2025-09-26,29,500.00,Call,-0.20%,7.8,7.95,7.88,159,349,3.69%,-0.497858,0.16731,491.07,-1.59%,48.07%,7.95,20.05%,19.67%,19.63%,N/A
GOOGL,+1.43%,7779717,210.45,2025-10-03,36,220.00,Call,-4.88%,4.25,4.35,4.3,125,304,26.53%,-0.345241,0.107628,205.42,-2.07%,30.44%,4.35,21.03%,21.56%,19.59%,N/A
NVDA,-1.98%,101876507,178,2025-10-03,36,190.00,Call,-6.84%,3.65,3.7,3.68,465,993,9.69%,-0.308369,0.102322,174.14,-2.08%,27.48%,3.7,21.09%,20.81%,19.48%,N/A
NVDA,-1.98%,101876507,178,2025-09-26,29,190.00,Call,-6.84%,2.93,2.98,2.96,1359,4855,9.69%,-0.282088,0.108731,174.86,-1.68%,25.32%,2.98,21.09%,20.74%,19.41%,N/A
MSFT,-0.03%,3348875,506.57,2025-09-19,22,515.00,Call,-1.80%,5.9,6.05,5.98,200,5990,5.18%,-0.386584,0.21537,499.86,-1.20%,34.47%,6.05,19.84%,19.35%,19.01%,N/A
NVDA,-1.98%,101876507,178,2025-09-19,22,190.00,Call,-6.84%,2.17,2.19,2.18,16115,106224,9.69%,-0.247287,0.116029,175.65,-1.23%,22.35%,2.19,20.43%,20.24%,18.95%,N/A
AAPL,-0.05%,7127934,230.37,2025-09-19,22,237.50,Call,-3.23%,2.67,2.71,2.69,166,2223,15.80%,-0.318443,0.116369,227.36,-1.18%,29.30%,2.71,19.54%,19.25%,18.65%,N/A
META,+0.17%,1624531,748.67,2025-09-19,22,775.00,Call,-4.03%,8.65,8.9,8.78,29,1971,2.06%,-0.303666,0.396004,736.1,-1.19%,26.43%,8.9,19.82%,19.26%,18.52%,N/A
DIS,-0.86%,721724,117.07,2025-09-19,22,120.00,Call,-2.31%,1.31,1.39,1.35,79,11062,7.82%,-0.346128,0.051758,115.9,-1.19%,32.33%,1.39,19.66%,18.53%,18.11%,N/A
GOOGL,+1.43%,7779717,210.45,2025-09-19,22,222.50,Call,-6.07%,2.31,2.35,2.33,60,1058,26.53%,-0.250878,0.121706,207.42,-1.12%,22.05%,2.35,18.59%,19.93%,17.22%,N/A
CSCO,+0.57%,1973570,68.83,2025-09-19,22,70.00,Call,-1.55%,0.71,0.75,0.73,686,43006,15.63%,-0.366158,0.026707,68.18,-1.09%,36.09%,0.75,18.05%,17.09%,16.83%,N/A
CSCO,+0.57%,1973570,68.83,2025-09-26,29,70.00,Call,-1.55%,0.92,0.97,0.95,46,432,15.63%,-0.391479,0.024612,67.96,-1.41%,38.16%,0.97,17.71%,16.80%,16.54%,N/A
XOM,+0.05%,1605122,112.81,2025-09-19,22,115.00,Call,-2.17%,1.14,1.17,1.15,81,18284,3.69%,-0.346757,0.043426,111.39,-1.04%,31.72%,1.17,17.25%,16.80%,16.45%,N/A
AMZN,+0.46%,5495230,230.18,2025-09-19,22,237.50,Call,-3.79%,2.26,2.3,2.28,122,2247,1.60%,-0.290236,0.107963,226.52,-1.01%,25.40%,2.3,16.68%,16.39%,15.79%,N/A
META,+0.17%,1624531,748.67,2025-09-19,22,780.00,Call,-4.70%,7.3,7.5,7.4,74,4510,2.06%,-0.268224,0.371058,737.5,-1.01%,23.13%,7.5,16.70%,16.26%,15.53%,N/A
JNJ,-0.87%,1753106,175.26,2025-09-19,22,177.50,Call,-1.08%,1.55,1.71,1.63,49,1944,11.94%,-0.376998,0.057795,173.9,-0.97%,38.53%,1.71,16.16%,14.64%,14.49%,Yes
BRK.B,+0.62%,616166,498.77,2025-09-19,22,505.00,Call,-1.20%,4.25,4.4,4.33,29,3085,3.69%,-0.373215,0.170145,494.62,-0.88%,36.57%,4.4,14.63%,14.13%,13.96%,N/A
META,+0.17%,1624531,748.67,2025-09-26,29,785.00,Call,-5.37%,8.45,8.7,8.58,31,386,2.06%,-0.271455,0.32774,736.3,-1.17%,23.29%,8.7,14.70%,14.28%,13.55%,N/A
AAPL,-0.05%,7127934,230.37,2025-09-19,22,240.00,Call,-4.32%,1.95,1.98,1.96,1022,47378,15.80%,-0.254314,0.102546,228.09,-0.86%,23.15%,1.98,14.28%,14.06%,13.48%,N/A
MSFT,-0.03%,3348875,506.57,2025-10-03,36,520.00,Call,-2.79%,6.9,7.1,7,39,381,5.18%,-0.362218,0.17032,498.81,-1.40%,31.69%,7.1,14.23%,13.83%,13.45%,N/A
GOOGL,+1.43%,7779717,210.45,2025-09-19,22,225.00,Call,-7.26%,1.82,1.85,1.84,66,14685,26.53%,-0.209122,0.110534,207.92,-0.88%,18.19%,1.85,14.63%,16.06%,13.42%,N/A
MSFT,-0.03%,3348875,506.57,2025-09-19,22,520.00,Call,-2.79%,4.2,4.3,4.25,397,7862,5.18%,-0.304799,0.192912,501.61,-0.85%,26.67%,4.3,14.10%,13.77%,13.40%,N/A
AAPL,-0.05%,7127934,230.37,2025-09-26,29,240.00,Call,-4.32%,2.55,2.6,2.58,203,2627,15.80%,-0.284274,0.093675,227.47,-1.13%,25.68%,2.6,14.22%,13.95%,13.37%,N/A
MSFT,-0.03%,3348875,506.57,2025-09-26,29,520.00,Call,-2.79%,5.5,5.65,5.58,96,831,5.18%,-0.336005,0.178347,500.26,-1.12%,29.43%,5.65,14.06%,13.68%,13.31%,N/A
AAPL,-0.05%,7127934,230.37,2025-10-03,36,240.00,Call,-4.32%,3.1,3.25,3.18,44,525,15.80%,-0.311193,0.088915,226.82,-1.41%,27.90%,3.25,14.32%,13.66%,13.10%,N/A
GOOGL,+1.43%,7779717,210.45,2025-09-26,29,225.00,Call,-7.26%,2.32,2.37,2.34,47,1583,26.53%,-0.235068,0.099324,207.4,-1.13%,20.38%,2.37,14.22%,15.18%,12.98%,N/A
META,+0.17%,1624531,748.67,2025-09-19,22,785.00,Call,-5.37%,6.1,6.3,6.2,79,1570,2.06%,-0.23459,0.343093,738.7,-0.85%,20.03%,6.3,14.03%,13.58%,12.89%,N/A
AMZN,+0.46%,5495230,230.18,2025-10-03,36,240.00,Call,-4.89%,2.94,3.05,3,254,1508,1.60%,-0.295451,0.087167,225.77,-1.33%,25.41%,3.05,13.51%,13.03%,12.42%,N/A
AMZN,+0.46%,5495230,230.18,2025-09-26,29,240.00,Call,-4.89%,2.28,2.33,2.3,110,2530,1.60%,-0.26557,0.090232,226.49,-1.02%,22.89%,2.33,12.82%,12.54%,11.96%,N/A
PANW,+0.90%,891341,189.3,2025-09-19,22,200.00,Call,-6.29%,1.42,1.51,1.46,180,8848,6.50%,-0.214486,0.087549,186.66,-0.80%,17.85%,1.51,13.31%,12.52%,11.78%,N/A
JPM,+0.35%,846294,300.33,2025-09-19,22,310.00,Call,-3.31%,2.19,2.26,2.22,30,5295,9.05%,-0.255598,0.113323,297.82,-0.75%,25.60%,2.26,12.50%,12.11%,11.72%,Yes
PYPL,+0.26%,1242973,69.83,2025-09-19,22,75.00,Call,-7.43%,0.51,0.53,0.52,67,30926,6.19%,-0.191434,0.033715,69.28,-0.76%,16.73%,0.53,12.60%,12.12%,11.28%,N/A
