Symbol,Price~,"Exp Date",DTE,"Leg1 Strike",Type,Bid1,"Leg2 Strike",Type,Ask2,BE,BE%,"Max Profit","Max Loss","Max Profit%",Risk/Reward,"IV Rank","Loss Prob"
IWM,236.09,2025-10-17,50,224.00,Put,2.98,223.00,Put,2.81,223.83,-5.19%,0.17,0.83,+20.48%,"4.88 to 1",7.38%,24.2%
IWM,236.09,2025-10-17,50,225.00,Put,3.2,223.00,Put,2.81,224.61,-4.86%,0.39,1.61,+24.22%,"4.13 to 1",7.38%,25.6%
IWM,236.09,2025-10-17,50,225.00,Put,3.2,224.00,Put,3.02,224.82,-4.77%,0.18,0.82,+21.95%,"4.56 to 1",7.38%,26.0%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,520.00,Put,2.81,561.63,-2.27%,8.37,41.63,+20.11%,"4.97 to 1",5.30%,35.3%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,525.00,Put,3.19,562.01,-2.20%,7.99,37.01,+21.59%,"4.63 to 1",5.30%,35.7%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,526.00,Put,3.28,562.1,-2.19%,7.9,36.1,+21.88%,"4.57 to 1",5.30%,35.8%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,528.00,Put,3.46,562.28,-2.16%,7.72,34.28,+22.52%,"4.44 to 1",5.30%,36.0%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,530.00,Put,3.64,562.46,-2.13%,7.54,32.46,+23.23%,"4.31 to 1",5.30%,36.2%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,531.00,Put,3.74,562.56,-2.11%,7.44,31.56,+23.57%,"4.24 to 1",5.30%,36.3%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,532.00,Put,3.84,562.66,-2.09%,7.34,30.66,+23.94%,"4.18 to 1",5.30%,36.4%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,533.00,Put,3.95,562.77,-2.07%,7.23,29.77,+24.29%,"4.12 to 1",5.30%,36.5%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,534.00,Put,4.06,562.88,-2.05%,7.12,28.88,+24.65%,"4.06 to 1",5.30%,36.6%
QQQ,574.68,2025-10-17,50,560.00,Put,8.36,535.00,Put,4.16,555.8,-3.29%,4.2,20.8,+20.19%,"4.95 to 1",5.30%,29.1%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,535.00,Put,4.16,562.98,-2.04%,7.02,27.98,+25.09%,"3.99 to 1",5.30%,36.7%
QQQ,574.68,2025-10-17,50,560.00,Put,8.36,536.00,Put,4.28,555.92,-3.26%,4.08,19.92,+20.48%,"4.88 to 1",5.30%,29.2%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,536.00,Put,4.28,563.1,-2.02%,6.9,27.1,+25.46%,"3.93 to 1",5.30%,36.9%
QQQ,574.68,2025-10-17,50,560.00,Put,8.36,537.00,Put,4.4,556.04,-3.24%,3.96,19.04,+20.80%,"4.81 to 1",5.30%,29.4%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,537.00,Put,4.4,563.22,-1.99%,6.78,26.22,+25.86%,"3.87 to 1",5.30%,37.0%
QQQ,574.68,2025-10-17,50,560.00,Put,8.36,538.00,Put,4.52,556.16,-3.22%,3.84,18.16,+21.15%,"4.73 to 1",5.30%,29.5%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,538.00,Put,4.52,563.34,-1.97%,6.66,25.34,+26.28%,"3.80 to 1",5.30%,37.1%
QQQ,574.68,2025-10-17,50,560.00,Put,8.36,539.00,Put,4.65,556.29,-3.20%,3.71,17.29,+21.46%,"4.66 to 1",5.30%,29.6%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,539.00,Put,4.65,563.47,-1.95%,6.53,24.47,+26.69%,"3.75 to 1",5.30%,37.3%
QQQ,574.68,2025-10-17,50,560.00,Put,8.36,540.00,Put,4.78,556.42,-3.18%,3.58,16.42,+21.80%,"4.59 to 1",5.30%,29.7%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,540.00,Put,4.78,563.6,-1.93%,6.4,23.6,+27.12%,"3.69 to 1",5.30%,37.4%
QQQ,574.68,2025-10-17,50,560.00,Put,8.36,541.00,Put,4.91,556.55,-3.15%,3.45,15.55,+22.19%,"4.51 to 1",5.30%,29.9%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,541.00,Put,4.91,563.73,-1.91%,6.27,22.73,+27.58%,"3.63 to 1",5.30%,37.6%
QQQ,574.68,2025-10-17,50,560.00,Put,8.36,542.00,Put,5.05,556.69,-3.13%,3.31,14.69,+22.53%,"4.44 to 1",5.30%,30.0%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,542.00,Put,5.05,563.87,-1.88%,6.13,21.87,+28.03%,"3.57 to 1",5.30%,37.7%
QQQ,574.68,2025-10-17,50,560.00,Put,8.36,543.00,Put,5.19,556.83,-3.11%,3.17,13.83,+22.92%,"4.36 to 1",5.30%,30.2%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,543.00,Put,5.19,564.01,-1.86%,5.99,21.01,+28.51%,"3.51 to 1",5.30%,37.9%
QQQ,574.68,2025-10-17,50,560.00,Put,8.36,544.00,Put,5.34,556.98,-3.08%,3.02,12.98,+23.27%,"4.30 to 1",5.30%,30.3%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,544.00,Put,5.34,564.16,-1.83%,5.84,20.16,+28.97%,"3.45 to 1",5.30%,38.0%
QQQ,574.68,2025-10-17,50,560.00,Put,8.36,545.00,Put,5.49,557.13,-3.05%,2.87,12.13,+23.66%,"4.23 to 1",5.30%,30.5%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,545.00,Put,5.49,564.31,-1.80%,5.69,19.31,+29.47%,"3.39 to 1",5.30%,38.2%
QQQ,574.68,2025-10-17,50,560.00,Put,8.36,547.00,Put,5.81,557.45,-3.00%,2.55,10.45,+24.40%,"4.10 to 1",5.30%,30.8%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,547.00,Put,5.81,564.63,-1.75%,5.37,17.63,+30.46%,"3.28 to 1",5.30%,38.6%
QQQ,574.68,2025-10-17,50,560.00,Put,8.36,548.00,Put,5.97,557.61,-2.97%,2.39,9.61,+24.87%,"4.02 to 1",5.30%,31.0%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,548.00,Put,5.97,564.79,-1.72%,5.21,16.79,+31.03%,"3.22 to 1",5.30%,38.7%
QQQ,574.68,2025-10-17,50,560.00,Put,8.36,549.00,Put,6.14,557.78,-2.94%,2.22,8.78,+25.28%,"3.95 to 1",5.30%,31.2%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,549.00,Put,6.14,564.96,-1.69%,5.04,15.96,+31.58%,"3.17 to 1",5.30%,38.9%
QQQ,574.68,2025-10-17,50,560.00,Put,8.36,550.00,Put,6.32,557.96,-2.91%,2.04,7.96,+25.63%,"3.90 to 1",5.30%,31.3%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,550.00,Put,6.32,565.14,-1.66%,4.86,15.14,+32.10%,"3.12 to 1",5.30%,39.1%
QQQ,574.68,2025-10-17,50,560.00,Put,8.36,551.00,Put,6.5,558.14,-2.88%,1.86,7.14,+26.05%,"3.84 to 1",5.30%,31.5%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,551.00,Put,6.5,565.32,-1.63%,4.68,14.32,+32.68%,"3.06 to 1",5.30%,39.3%
QQQ,574.68,2025-10-17,50,560.00,Put,8.36,552.00,Put,6.68,558.32,-2.85%,1.68,6.32,+26.58%,"3.76 to 1",5.30%,31.7%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,552.00,Put,6.68,565.5,-1.60%,4.5,13.5,+33.33%,"3.00 to 1",5.30%,39.5%
QQQ,574.68,2025-10-17,50,560.00,Put,8.36,553.00,Put,6.87,558.51,-2.81%,1.49,5.51,+27.04%,"3.70 to 1",5.30%,31.9%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,553.00,Put,6.87,565.69,-1.56%,4.31,12.69,+33.96%,"2.94 to 1",5.30%,39.8%
QQQ,574.68,2025-10-17,50,560.00,Put,8.36,554.00,Put,7.07,558.71,-2.78%,1.29,4.71,+27.39%,"3.65 to 1",5.30%,32.1%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,554.00,Put,7.07,565.89,-1.53%,4.11,11.89,+34.57%,"2.89 to 1",5.30%,40.0%
QQQ,574.68,2025-10-17,50,560.00,Put,8.36,555.00,Put,7.28,558.92,-2.74%,1.08,3.92,+27.55%,"3.63 to 1",5.30%,32.4%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,555.00,Put,7.28,566.1,-1.49%,3.9,11.1,+35.14%,"2.85 to 1",5.30%,40.2%
QQQ,574.68,2025-10-17,50,560.00,Put,8.36,556.00,Put,7.49,559.13,-2.71%,0.87,3.13,+27.80%,"3.60 to 1",5.30%,32.6%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,556.00,Put,7.49,566.31,-1.46%,3.69,10.31,+35.79%,"2.79 to 1",5.30%,40.5%
QQQ,574.68,2025-10-17,50,560.00,Put,8.36,557.00,Put,7.71,559.35,-2.67%,0.65,2.35,+27.66%,"3.62 to 1",5.30%,32.8%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,557.00,Put,7.71,566.53,-1.42%,3.47,9.53,+36.41%,"2.75 to 1",5.30%,40.7%
QQQ,574.68,2025-10-17,50,560.00,Put,8.36,558.00,Put,7.93,559.57,-2.63%,0.43,1.57,+27.39%,"3.65 to 1",5.30%,33.0%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,558.00,Put,7.93,566.75,-1.38%,3.25,8.75,+37.14%,"2.69 to 1",5.30%,41.0%
QQQ,574.68,2025-10-17,50,560.00,Put,8.36,559.00,Put,8.16,559.8,-2.59%,0.2,0.8,+25.00%,"4.00 to 1",5.30%,33.3%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,559.00,Put,8.16,566.98,-1.34%,3.02,7.98,+37.84%,"2.64 to 1",5.30%,41.2%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,560.00,Put,8.4,567.22,-1.30%,2.78,7.22,+38.50%,"2.60 to 1",5.30%,41.5%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,561.00,Put,8.64,567.46,-1.26%,2.54,6.46,+39.32%,"2.54 to 1",5.30%,41.8%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,562.00,Put,8.9,567.72,-1.21%,2.28,5.72,+39.86%,"2.51 to 1",5.30%,42.0%
QQQ,574.68,2025-10-17,50,570.00,Put,11.18,569.00,Put,10.9,569.72,-0.86%,0.28,0.72,+38.89%,"2.57 to 1",5.30%,44.3%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,590.00,Put,2.31,639.91,-1.01%,10.09,49.91,+20.22%,"4.95 to 1",5.27%,41.2%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,591.00,Put,2.38,639.98,-1.00%,10.02,48.98,+20.46%,"4.89 to 1",5.27%,41.3%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,593.00,Put,2.5,640.1,-0.98%,9.9,47.1,+21.02%,"4.76 to 1",5.27%,41.4%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,594.00,Put,2.56,640.16,-0.97%,9.84,46.16,+21.32%,"4.69 to 1",5.27%,41.5%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,595.00,Put,2.62,640.22,-0.96%,9.78,45.22,+21.63%,"4.62 to 1",5.27%,41.6%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,597.00,Put,2.75,640.35,-0.94%,9.65,43.35,+22.26%,"4.49 to 1",5.27%,41.8%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,598.00,Put,2.81,640.41,-0.93%,9.59,42.41,+22.61%,"4.42 to 1",5.27%,41.9%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,600.00,Put,2.94,637.5,-1.38%,7.5,37.5,+20.00%,"5.00 to 1",5.27%,38.0%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,600.00,Put,2.94,640.54,-0.91%,9.46,40.54,+23.34%,"4.29 to 1",5.27%,42.0%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,601.00,Put,3.03,637.59,-1.37%,7.41,36.59,+20.25%,"4.94 to 1",5.27%,38.1%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,601.00,Put,3.03,640.63,-0.90%,9.37,39.63,+23.64%,"4.23 to 1",5.27%,42.1%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,602.00,Put,3.1,637.66,-1.36%,7.34,35.66,+20.58%,"4.86 to 1",5.27%,38.2%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,602.00,Put,3.1,640.7,-0.89%,9.3,38.7,+24.03%,"4.16 to 1",5.27%,42.2%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,603.00,Put,3.18,637.74,-1.35%,7.26,34.74,+20.90%,"4.79 to 1",5.27%,38.3%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,603.00,Put,3.18,640.78,-0.88%,9.22,37.78,+24.40%,"4.10 to 1",5.27%,42.3%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,605.00,Put,3.34,637.9,-1.32%,7.1,32.9,+21.58%,"4.63 to 1",5.27%,38.5%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,605.00,Put,3.34,640.94,-0.85%,9.06,35.94,+25.21%,"3.97 to 1",5.27%,42.6%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,606.00,Put,3.43,637.99,-1.31%,7.01,31.99,+21.91%,"4.56 to 1",5.27%,38.6%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,606.00,Put,3.43,641.03,-0.84%,8.97,35.03,+25.61%,"3.91 to 1",5.27%,42.7%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,607.00,Put,3.52,638.08,-1.29%,6.92,31.08,+22.27%,"4.49 to 1",5.27%,38.8%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,607.00,Put,3.52,641.12,-0.82%,8.88,34.12,+26.03%,"3.84 to 1",5.27%,42.8%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,608.00,Put,3.61,638.17,-1.28%,6.83,30.17,+22.64%,"4.42 to 1",5.27%,38.9%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,608.00,Put,3.61,641.21,-0.81%,8.79,33.21,+26.47%,"3.78 to 1",5.27%,42.9%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,609.00,Put,3.7,638.26,-1.27%,6.74,29.26,+23.03%,"4.34 to 1",5.27%,39.0%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,609.00,Put,3.7,641.3,-0.80%,8.7,32.3,+26.94%,"3.71 to 1",5.27%,43.0%
SPY,646.45,2025-10-17,50,640.00,Put,8.8,610.00,Put,3.78,634.98,-1.77%,5.02,24.98,+20.10%,"4.98 to 1",5.27%,34.7%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,610.00,Put,3.78,638.34,-1.25%,6.66,28.34,+23.50%,"4.26 to 1",5.27%,39.1%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,610.00,Put,3.78,641.38,-0.78%,8.62,31.38,+27.47%,"3.64 to 1",5.27%,43.2%
SPY,646.45,2025-10-17,50,640.00,Put,8.8,611.00,Put,3.9,635.1,-1.76%,4.9,24.1,+20.33%,"4.92 to 1",5.27%,34.9%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,611.00,Put,3.9,638.46,-1.24%,6.54,27.46,+23.82%,"4.20 to 1",5.27%,39.3%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,611.00,Put,3.9,641.5,-0.77%,8.5,30.5,+27.87%,"3.59 to 1",5.27%,43.3%
SPY,646.45,2025-10-17,50,640.00,Put,8.8,612.00,Put,4,635.2,-1.74%,4.8,23.2,+20.69%,"4.83 to 1",5.27%,35.0%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,612.00,Put,4,638.56,-1.22%,6.44,26.56,+24.25%,"4.12 to 1",5.27%,39.4%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,612.00,Put,4,641.6,-0.75%,8.4,29.6,+28.38%,"3.52 to 1",5.27%,43.4%
SPY,646.45,2025-10-17,50,640.00,Put,8.8,613.00,Put,4.1,635.3,-1.72%,4.7,22.3,+21.08%,"4.74 to 1",5.27%,35.2%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,613.00,Put,4.1,638.66,-1.21%,6.34,25.66,+24.71%,"4.05 to 1",5.27%,39.5%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,613.00,Put,4.1,641.7,-0.73%,8.3,28.7,+28.92%,"3.46 to 1",5.27%,43.6%
SPY,646.45,2025-10-17,50,640.00,Put,8.8,614.00,Put,4.21,635.41,-1.71%,4.59,21.41,+21.44%,"4.66 to 1",5.27%,35.3%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,614.00,Put,4.21,638.77,-1.19%,6.23,24.77,+25.15%,"3.98 to 1",5.27%,39.7%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,614.00,Put,4.21,641.81,-0.72%,8.19,27.81,+29.45%,"3.40 to 1",5.27%,43.7%
SPY,646.45,2025-10-17,50,640.00,Put,8.8,615.00,Put,4.33,635.53,-1.69%,4.47,20.53,+21.77%,"4.59 to 1",5.27%,35.4%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,615.00,Put,4.33,638.89,-1.17%,6.11,23.89,+25.58%,"3.91 to 1",5.27%,39.8%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,615.00,Put,4.33,641.93,-0.70%,8.07,26.93,+29.97%,"3.34 to 1",5.27%,43.9%
SPY,646.45,2025-10-17,50,640.00,Put,8.8,616.00,Put,4.44,635.64,-1.67%,4.36,19.64,+22.20%,"4.50 to 1",5.27%,35.6%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,616.00,Put,4.44,639,-1.15%,6,23,+26.09%,"3.83 to 1",5.27%,40.0%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,616.00,Put,4.44,642.04,-0.68%,7.96,26.04,+30.57%,"3.27 to 1",5.27%,44.0%
SPY,646.45,2025-10-17,50,640.00,Put,8.8,617.00,Put,4.56,635.76,-1.65%,4.24,18.76,+22.60%,"4.42 to 1",5.27%,35.7%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,617.00,Put,4.56,639.12,-1.13%,5.88,22.12,+26.58%,"3.76 to 1",5.27%,40.1%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,617.00,Put,4.56,642.16,-0.66%,7.84,25.16,+31.16%,"3.21 to 1",5.27%,44.2%
SPY,646.45,2025-10-17,50,640.00,Put,8.8,619.00,Put,4.81,636.01,-1.61%,3.99,17.01,+23.46%,"4.26 to 1",5.27%,36.1%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,619.00,Put,4.81,639.37,-1.10%,5.63,20.37,+27.64%,"3.62 to 1",5.27%,40.5%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,619.00,Put,4.81,642.41,-0.62%,7.59,23.41,+32.42%,"3.08 to 1",5.27%,44.5%
SPY,646.45,2025-10-17,50,640.00,Put,8.8,620.00,Put,4.95,636.15,-1.59%,3.85,16.15,+23.84%,"4.19 to 1",5.27%,36.2%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,620.00,Put,4.95,639.51,-1.07%,5.49,19.51,+28.14%,"3.55 to 1",5.27%,40.7%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,620.00,Put,4.95,642.55,-0.60%,7.45,22.55,+33.04%,"3.03 to 1",5.27%,44.7%
SPY,646.45,2025-10-17,50,640.00,Put,8.8,621.00,Put,5.08,636.28,-1.57%,3.72,15.28,+24.35%,"4.11 to 1",5.27%,36.4%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,621.00,Put,5.08,639.64,-1.05%,5.36,18.64,+28.76%,"3.48 to 1",5.27%,40.8%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,621.00,Put,5.08,642.68,-0.58%,7.32,21.68,+33.76%,"2.96 to 1",5.27%,44.9%
SPY,646.45,2025-10-17,50,640.00,Put,8.8,623.00,Put,5.37,636.57,-1.53%,3.43,13.57,+25.28%,"3.96 to 1",5.27%,36.8%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,623.00,Put,5.37,639.93,-1.01%,5.07,16.93,+29.95%,"3.34 to 1",5.27%,41.2%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,623.00,Put,5.37,642.97,-0.54%,7.03,19.97,+35.20%,"2.84 to 1",5.27%,45.3%
SPY,646.45,2025-10-17,50,630.00,Put,6.53,624.00,Put,5.52,628.99,-2.70%,1.01,4.99,+20.24%,"4.94 to 1",5.27%,27.4%
SPY,646.45,2025-10-17,50,640.00,Put,8.8,624.00,Put,5.52,636.72,-1.51%,3.28,12.72,+25.79%,"3.88 to 1",5.27%,37.0%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,624.00,Put,5.52,640.08,-0.99%,4.92,16.08,+30.60%,"3.27 to 1",5.27%,41.4%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,624.00,Put,5.52,643.12,-0.52%,6.88,19.12,+35.98%,"2.78 to 1",5.27%,45.5%
SPY,646.45,2025-10-17,50,630.00,Put,6.53,625.00,Put,5.68,629.15,-2.68%,0.85,4.15,+20.48%,"4.88 to 1",5.27%,27.6%
SPY,646.45,2025-10-17,50,640.00,Put,8.8,625.00,Put,5.68,636.88,-1.48%,3.12,11.88,+26.26%,"3.81 to 1",5.27%,37.2%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,625.00,Put,5.68,640.24,-0.96%,4.76,15.24,+31.23%,"3.20 to 1",5.27%,41.6%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,625.00,Put,5.68,643.28,-0.49%,6.72,18.28,+36.76%,"2.72 to 1",5.27%,45.7%
SPY,646.45,2025-10-17,50,630.00,Put,6.53,626.00,Put,5.84,629.31,-2.65%,0.69,3.31,+20.85%,"4.80 to 1",5.27%,27.8%
SPY,646.45,2025-10-17,50,640.00,Put,8.8,626.00,Put,5.84,637.04,-1.46%,2.96,11.04,+26.81%,"3.73 to 1",5.27%,37.4%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,626.00,Put,5.84,640.4,-0.94%,4.6,14.4,+31.94%,"3.13 to 1",5.27%,41.8%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,626.00,Put,5.84,643.44,-0.47%,6.56,17.44,+37.61%,"2.66 to 1",5.27%,45.9%
SPY,646.45,2025-10-17,50,630.00,Put,6.53,627.00,Put,6.01,629.48,-2.63%,0.52,2.48,+20.97%,"4.77 to 1",5.27%,28.0%
SPY,646.45,2025-10-17,50,640.00,Put,8.8,627.00,Put,6.01,637.21,-1.43%,2.79,10.21,+27.33%,"3.66 to 1",5.27%,37.6%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,627.00,Put,6.01,640.57,-0.91%,4.43,13.57,+32.65%,"3.06 to 1",5.27%,42.1%
SPY,646.45,2025-10-17,50,650.00,Put,12.4,627.00,Put,6.01,643.61,-0.44%,6.39,16.61,+38.47%,"2.60 to 1",5.27%,46.2%
SPY,646.45,2025-10-17,50,630.00,Put,6.53,629.00,Put,6.36,629.83,-2.57%,0.17,0.83,+20.48%,"4.88 to 1",5.27%,28.4%
SPY,646.45,2025-10-17,50,640.00,Put,8.8,629.00,Put,6.36,637.56,-1.38%,2.44,8.56,+28.50%,"3.51 to 1",5.27%,38.1%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,629.00,Put,6.36,640.92,-0.86%,4.08,11.92,+34.23%,"2.92 to 1",5.27%,42.5%
SPY,646.45,2025-10-17,50,640.00,Put,8.8,630.00,Put,6.55,637.75,-1.35%,2.25,7.75,+29.03%,"3.44 to 1",5.27%,38.3%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,630.00,Put,6.55,641.11,-0.83%,3.89,11.11,+35.01%,"2.86 to 1",5.27%,42.8%
SPY,646.45,2025-10-17,50,640.00,Put,8.8,631.00,Put,6.74,637.94,-1.32%,2.06,6.94,+29.68%,"3.37 to 1",5.27%,38.6%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,631.00,Put,6.74,641.3,-0.80%,3.7,10.3,+35.92%,"2.78 to 1",5.27%,43.0%
SPY,646.45,2025-10-17,50,640.00,Put,8.8,632.00,Put,6.95,638.15,-1.28%,1.85,6.15,+30.08%,"3.32 to 1",5.27%,38.9%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,632.00,Put,6.95,641.51,-0.76%,3.49,9.51,+36.70%,"2.72 to 1",5.27%,43.3%
SPY,646.45,2025-10-17,50,640.00,Put,8.8,633.00,Put,7.16,638.36,-1.25%,1.64,5.36,+30.60%,"3.27 to 1",5.27%,39.1%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,633.00,Put,7.16,641.72,-0.73%,3.28,8.72,+37.61%,"2.66 to 1",5.27%,43.6%
SPY,646.45,2025-10-17,50,640.00,Put,8.8,634.00,Put,7.38,638.58,-1.22%,1.42,4.58,+31.00%,"3.23 to 1",5.27%,39.4%
SPY,646.45,2025-10-17,50,645.00,Put,10.44,634.00,Put,7.38,641.94,-0.70%,3.06,7.94,+38.54%,"2.59 to 1",5.27%,43.9%
SPY,646.45,2025-10-17,50,640.00,Put,8.8,635.00,Put,7.6,638.8,-1.18%,1.2,3.8,+31.58%,"3.17 to 1",5.27%,39.7%
