Symbol,Price~,"Exp Date",DTE,"Leg1 Strike",Type,Bid1,"Leg2 Strike",Type,Ask2,BE,BE%,"Max Profit","Max Loss","Max Profit%",Risk/Reward,"IV Rank","Loss Prob"
IWM,235.17,2025-09-19,20,240.00,Call,2.6,245.00,Call,1.25,241.35,2.63%,1.35,3.65,+36.99%,"2.70 to 1",7.31%,30.4%
IWM,235.17,2025-09-19,20,240.00,Call,2.6,250.00,Call,0.55,242.05,2.93%,2.05,7.95,+25.79%,"3.88 to 1",7.31%,28.4%
IWM,235.17,2025-09-19,20,240.00,Call,2.6,255.00,Call,0.23,242.37,3.06%,2.37,12.63,+18.76%,"5.33 to 1",7.31%,27.6%
IWM,235.17,2025-09-19,20,241.00,Call,2.27,242.00,Call,1.99,241.28,2.60%,0.28,0.72,+38.89%,"2.57 to 1",7.31%,30.6%
IWM,235.17,2025-09-19,20,241.00,Call,2.27,245.00,Call,1.25,242.02,2.91%,1.02,2.98,+34.23%,"2.92 to 1",7.31%,28.5%
IWM,235.17,2025-09-19,20,241.00,Call,2.27,250.00,Call,0.55,242.72,3.21%,1.72,7.28,+23.63%,"4.23 to 1",7.31%,26.6%
IWM,235.17,2025-09-19,20,241.00,Call,2.27,255.00,Call,0.23,243.04,3.35%,2.04,11.96,+17.06%,"5.86 to 1",7.31%,25.8%
IWM,235.17,2025-09-19,20,242.00,Call,1.97,245.00,Call,1.25,242.72,3.21%,0.72,2.28,+31.58%,"3.17 to 1",7.31%,26.6%
IWM,235.17,2025-09-19,20,242.00,Call,1.97,250.00,Call,0.55,243.42,3.51%,1.42,6.58,+21.58%,"4.63 to 1",7.31%,24.8%
IWM,235.17,2025-09-19,20,242.00,Call,1.97,255.00,Call,0.23,243.74,3.64%,1.74,11.26,+15.45%,"6.47 to 1",7.31%,24.0%
IWM,235.17,2025-09-19,20,245.00,Call,1.24,250.00,Call,0.55,245.69,4.47%,0.69,4.31,+16.01%,"6.25 to 1",7.31%,19.3%
IWM,235.17,2025-09-19,20,245.00,Call,1.24,255.00,Call,0.23,246.01,4.61%,1.01,8.99,+11.23%,"8.90 to 1",7.31%,18.7%
IWM,235.17,2025-09-19,20,250.00,Call,0.53,255.00,Call,0.23,250.3,6.43%,0.3,4.7,+6.38%,"15.67 to 1",7.31%,10.9%
QQQ,570.4,2025-09-19,20,582.00,Call,3.8,583.00,Call,3.51,582.29,2.08%,0.29,0.71,+40.85%,"2.45 to 1",8.75%,30.2%
QQQ,570.4,2025-09-19,20,582.00,Call,3.8,584.00,Call,3.18,582.62,2.14%,0.62,1.38,+44.93%,"2.23 to 1",8.75%,29.7%
QQQ,570.4,2025-09-19,20,582.00,Call,3.8,585.00,Call,2.86,582.94,2.20%,0.94,2.06,+45.63%,"2.19 to 1",8.75%,29.3%
QQQ,570.4,2025-09-19,20,582.00,Call,3.8,589.00,Call,1.82,583.98,2.38%,1.98,5.02,+39.44%,"2.54 to 1",8.75%,27.7%
QQQ,570.4,2025-09-19,20,582.00,Call,3.8,590.00,Call,1.62,584.18,2.42%,2.18,5.82,+37.46%,"2.67 to 1",8.75%,27.4%
QQQ,570.4,2025-09-19,20,582.00,Call,3.8,594.00,Call,0.98,584.82,2.53%,2.82,9.18,+30.72%,"3.26 to 1",8.75%,26.5%
QQQ,570.4,2025-09-19,20,582.00,Call,3.8,595.00,Call,0.86,584.94,2.55%,2.94,10.06,+29.22%,"3.42 to 1",8.75%,26.4%
QQQ,570.4,2025-09-19,20,582.00,Call,3.8,600.00,Call,0.45,585.35,2.62%,3.35,14.65,+22.87%,"4.37 to 1",8.75%,25.8%
QQQ,570.4,2025-09-19,20,582.00,Call,3.8,605.00,Call,0.25,585.55,2.66%,3.55,19.45,+18.25%,"5.48 to 1",8.75%,25.5%
QQQ,570.4,2025-09-19,20,582.00,Call,3.8,610.00,Call,0.14,585.66,2.68%,3.66,24.34,+15.04%,"6.65 to 1",8.75%,25.4%
QQQ,570.4,2025-09-19,20,582.00,Call,3.8,615.00,Call,0.1,585.7,2.68%,3.7,29.3,+12.63%,"7.92 to 1",8.75%,25.3%
QQQ,570.4,2025-09-19,20,583.00,Call,3.44,584.00,Call,3.18,583.26,2.25%,0.26,0.74,+35.14%,"2.85 to 1",8.75%,28.8%
QQQ,570.4,2025-09-19,20,583.00,Call,3.44,585.00,Call,2.86,583.58,2.31%,0.58,1.42,+40.85%,"2.45 to 1",8.75%,28.3%
QQQ,570.4,2025-09-19,20,583.00,Call,3.44,589.00,Call,1.82,584.62,2.49%,1.62,4.38,+36.99%,"2.70 to 1",8.75%,26.8%
QQQ,570.4,2025-09-19,20,583.00,Call,3.44,590.00,Call,1.62,584.82,2.53%,1.82,5.18,+35.14%,"2.85 to 1",8.75%,26.5%
QQQ,570.4,2025-09-19,20,583.00,Call,3.44,594.00,Call,0.98,585.46,2.64%,2.46,8.54,+28.81%,"3.47 to 1",8.75%,25.6%
QQQ,570.4,2025-09-19,20,583.00,Call,3.44,595.00,Call,0.86,585.58,2.66%,2.58,9.42,+27.39%,"3.65 to 1",8.75%,25.5%
QQQ,570.4,2025-09-19,20,583.00,Call,3.44,600.00,Call,0.45,585.99,2.73%,2.99,14.01,+21.34%,"4.69 to 1",8.75%,24.9%
QQQ,570.4,2025-09-19,20,583.00,Call,3.44,605.00,Call,0.25,586.19,2.77%,3.19,18.81,+16.96%,"5.90 to 1",8.75%,24.6%
QQQ,570.4,2025-09-19,20,583.00,Call,3.44,610.00,Call,0.14,586.3,2.79%,3.3,23.7,+13.92%,"7.18 to 1",8.75%,24.5%
QQQ,570.4,2025-09-19,20,583.00,Call,3.44,615.00,Call,0.1,586.34,2.79%,3.34,28.66,+11.65%,"8.58 to 1",8.75%,24.4%
QQQ,570.4,2025-09-19,20,584.00,Call,3.1,585.00,Call,2.86,584.24,2.43%,0.24,0.76,+31.58%,"3.17 to 1",8.75%,27.4%
QQQ,570.4,2025-09-19,20,584.00,Call,3.1,589.00,Call,1.82,585.28,2.61%,1.28,3.72,+34.41%,"2.91 to 1",8.75%,25.9%
QQQ,570.4,2025-09-19,20,584.00,Call,3.1,590.00,Call,1.62,585.48,2.64%,1.48,4.52,+32.74%,"3.05 to 1",8.75%,25.6%
QQQ,570.4,2025-09-19,20,584.00,Call,3.1,594.00,Call,0.98,586.12,2.76%,2.12,7.88,+26.90%,"3.72 to 1",8.75%,24.7%
QQQ,570.4,2025-09-19,20,584.00,Call,3.1,595.00,Call,0.86,586.24,2.78%,2.24,8.76,+25.57%,"3.91 to 1",8.75%,24.6%
QQQ,570.4,2025-09-19,20,584.00,Call,3.1,600.00,Call,0.45,586.65,2.85%,2.65,13.35,+19.85%,"5.04 to 1",8.75%,24.0%
QQQ,570.4,2025-09-19,20,584.00,Call,3.1,605.00,Call,0.25,586.85,2.88%,2.85,18.15,+15.70%,"6.37 to 1",8.75%,23.8%
QQQ,570.4,2025-09-19,20,584.00,Call,3.1,610.00,Call,0.14,586.96,2.90%,2.96,23.04,+12.85%,"7.78 to 1",8.75%,23.6%
QQQ,570.4,2025-09-19,20,584.00,Call,3.1,615.00,Call,0.1,587,2.91%,3,28,+10.71%,"9.33 to 1",8.75%,23.6%
QQQ,570.4,2025-09-19,20,585.00,Call,2.79,589.00,Call,1.82,585.97,2.73%,0.97,3.03,+32.01%,"3.12 to 1",8.75%,24.9%
QQQ,570.4,2025-09-19,20,585.00,Call,2.79,590.00,Call,1.62,586.17,2.76%,1.17,3.83,+30.55%,"3.27 to 1",8.75%,24.7%
QQQ,570.4,2025-09-19,20,585.00,Call,2.79,594.00,Call,0.98,586.81,2.88%,1.81,7.19,+25.17%,"3.97 to 1",8.75%,23.8%
QQQ,570.4,2025-09-19,20,585.00,Call,2.79,595.00,Call,0.86,586.93,2.90%,1.93,8.07,+23.92%,"4.18 to 1",8.75%,23.7%
QQQ,570.4,2025-09-19,20,585.00,Call,2.79,600.00,Call,0.45,587.34,2.97%,2.34,12.66,+18.48%,"5.41 to 1",8.75%,23.1%
QQQ,570.4,2025-09-19,20,585.00,Call,2.79,605.00,Call,0.25,587.54,3.00%,2.54,17.46,+14.55%,"6.87 to 1",8.75%,22.9%
QQQ,570.4,2025-09-19,20,585.00,Call,2.79,610.00,Call,0.14,587.65,3.02%,2.65,22.35,+11.86%,"8.43 to 1",8.75%,22.7%
QQQ,570.4,2025-09-19,20,585.00,Call,2.79,615.00,Call,0.1,587.69,3.03%,2.69,27.31,+9.85%,"10.15 to 1",8.75%,22.7%
QQQ,570.4,2025-09-19,20,589.00,Call,1.76,590.00,Call,1.62,589.14,3.29%,0.14,0.86,+16.28%,"6.14 to 1",8.75%,20.8%
QQQ,570.4,2025-09-19,20,589.00,Call,1.76,594.00,Call,0.98,589.78,3.40%,0.78,4.22,+18.48%,"5.41 to 1",8.75%,20.1%
QQQ,570.4,2025-09-19,20,589.00,Call,1.76,595.00,Call,0.86,589.9,3.42%,0.9,5.1,+17.65%,"5.67 to 1",8.75%,19.9%
QQQ,570.4,2025-09-19,20,589.00,Call,1.76,600.00,Call,0.45,590.31,3.49%,1.31,9.69,+13.52%,"7.40 to 1",8.75%,19.4%
QQQ,570.4,2025-09-19,20,589.00,Call,1.76,605.00,Call,0.25,590.51,3.53%,1.51,14.49,+10.42%,"9.60 to 1",8.75%,19.2%
QQQ,570.4,2025-09-19,20,589.00,Call,1.76,610.00,Call,0.14,590.62,3.54%,1.62,19.38,+8.36%,"11.96 to 1",8.75%,19.1%
QQQ,570.4,2025-09-19,20,589.00,Call,1.76,615.00,Call,0.1,590.66,3.55%,1.66,24.34,+6.82%,"14.66 to 1",8.75%,19.0%
QQQ,570.4,2025-09-19,20,590.00,Call,1.56,594.00,Call,0.98,590.58,3.54%,0.58,3.42,+16.96%,"5.90 to 1",8.75%,19.1%
QQQ,570.4,2025-09-19,20,590.00,Call,1.56,595.00,Call,0.86,590.7,3.56%,0.7,4.3,+16.28%,"6.14 to 1",8.75%,19.0%
QQQ,570.4,2025-09-19,20,590.00,Call,1.56,600.00,Call,0.45,591.11,3.63%,1.11,8.89,+12.49%,"8.01 to 1",8.75%,18.5%
QQQ,570.4,2025-09-19,20,590.00,Call,1.56,605.00,Call,0.25,591.31,3.67%,1.31,13.69,+9.57%,"10.45 to 1",8.75%,18.3%
QQQ,570.4,2025-09-19,20,590.00,Call,1.56,610.00,Call,0.14,591.42,3.69%,1.42,18.58,+7.64%,"13.08 to 1",8.75%,18.2%
QQQ,570.4,2025-09-19,20,590.00,Call,1.56,615.00,Call,0.1,591.46,3.69%,1.46,23.54,+6.20%,"16.12 to 1",8.75%,18.1%
QQQ,570.4,2025-09-19,20,594.00,Call,0.93,595.00,Call,0.86,594.07,4.15%,0.07,0.93,+7.53%,"13.29 to 1",8.75%,15.4%
QQQ,570.4,2025-09-19,20,594.00,Call,0.93,600.00,Call,0.45,594.48,4.22%,0.48,5.52,+8.70%,"11.50 to 1",8.75%,15.0%
QQQ,570.4,2025-09-19,20,594.00,Call,0.93,605.00,Call,0.25,594.68,4.26%,0.68,10.32,+6.59%,"15.18 to 1",8.75%,14.8%
QQQ,570.4,2025-09-19,20,594.00,Call,0.93,610.00,Call,0.14,594.79,4.28%,0.79,15.21,+5.19%,"19.25 to 1",8.75%,14.7%
QQQ,570.4,2025-09-19,20,594.00,Call,0.93,615.00,Call,0.1,594.83,4.28%,0.83,20.17,+4.12%,"24.30 to 1",8.75%,14.6%
QQQ,570.4,2025-09-19,20,595.00,Call,0.83,600.00,Call,0.45,595.38,4.38%,0.38,4.62,+8.23%,"12.16 to 1",8.75%,14.1%
QQQ,570.4,2025-09-19,20,595.00,Call,0.83,605.00,Call,0.25,595.58,4.41%,0.58,9.42,+6.16%,"16.24 to 1",8.75%,13.9%
QQQ,570.4,2025-09-19,20,595.00,Call,0.83,610.00,Call,0.14,595.69,4.43%,0.69,14.31,+4.82%,"20.74 to 1",8.75%,13.8%
QQQ,570.4,2025-09-19,20,595.00,Call,0.83,615.00,Call,0.1,595.73,4.44%,0.73,19.27,+3.79%,"26.40 to 1",8.75%,13.8%
QQQ,570.4,2025-09-19,20,600.00,Call,0.43,605.00,Call,0.25,600.18,5.22%,0.18,4.82,+3.73%,"26.78 to 1",8.75%,10.1%
SMH,290.29,2025-09-19,20,300.00,Call,2.58,305.00,Call,2.4,300.18,3.41%,0.18,4.82,+3.73%,"26.78 to 1",3.02%,30.1%
SMH,290.29,2025-09-19,20,300.00,Call,2.58,310.00,Call,1.45,301.13,3.73%,1.13,8.87,+12.74%,"7.85 to 1",3.02%,28.5%
SMH,290.29,2025-09-19,20,305.00,Call,1.74,310.00,Call,1.45,305.29,5.17%,0.29,4.71,+6.16%,"16.24 to 1",3.02%,21.7%
SPY,645.05,2025-09-19,20,658.00,Call,1.91,660.00,Call,1.45,658.46,2.08%,0.46,1.54,+29.87%,"3.35 to 1",7.03%,24.0%
SPY,645.05,2025-09-19,20,658.00,Call,1.91,665.00,Call,0.66,659.25,2.20%,1.25,5.75,+21.74%,"4.60 to 1",7.03%,22.7%
SPY,645.05,2025-09-19,20,658.00,Call,1.91,670.00,Call,0.28,659.63,2.26%,1.63,10.37,+15.72%,"6.36 to 1",7.03%,22.1%
SPY,645.05,2025-09-19,20,658.00,Call,1.91,675.00,Call,0.13,659.78,2.28%,1.78,15.22,+11.70%,"8.55 to 1",7.03%,21.9%
SPY,645.05,2025-09-19,20,658.00,Call,1.91,680.00,Call,0.07,659.84,2.29%,1.84,20.16,+9.13%,"10.96 to 1",7.03%,21.8%
SPY,645.05,2025-09-19,20,660.00,Call,1.43,665.00,Call,0.66,660.77,2.44%,0.77,4.23,+18.20%,"5.49 to 1",7.03%,20.4%
SPY,645.05,2025-09-19,20,660.00,Call,1.43,670.00,Call,0.28,661.15,2.50%,1.15,8.85,+12.99%,"7.70 to 1",7.03%,19.9%
SPY,645.05,2025-09-19,20,660.00,Call,1.43,675.00,Call,0.13,661.3,2.52%,1.3,13.7,+9.49%,"10.54 to 1",7.03%,19.7%
SPY,645.05,2025-09-19,20,660.00,Call,1.43,680.00,Call,0.07,661.36,2.53%,1.36,18.64,+7.30%,"13.71 to 1",7.03%,19.6%
SPY,645.05,2025-09-19,20,665.00,Call,0.64,670.00,Call,0.28,665.36,3.15%,0.36,4.64,+7.76%,"12.89 to 1",7.03%,14.4%
SPY,645.05,2025-09-19,20,665.00,Call,0.64,675.00,Call,0.13,665.51,3.17%,0.51,9.49,+5.37%,"18.61 to 1",7.03%,14.2%
SPY,645.05,2025-09-19,20,665.00,Call,0.64,680.00,Call,0.07,665.57,3.18%,0.57,14.43,+3.95%,"25.32 to 1",7.03%,14.1%
TLT,86.6,2025-09-19,20,89.00,Call,0.23,90.00,Call,0.14,89.09,2.88%,0.09,0.91,+9.89%,"10.11 to 1",5.71%,17.2%
TLT,86.6,2025-09-19,20,89.00,Call,0.23,92.00,Call,0.06,89.17,2.97%,0.17,2.83,+6.01%,"16.65 to 1",5.71%,16.5%
TLT,86.6,2025-09-19,20,90.00,Call,0.13,92.00,Call,0.06,90.07,4.01%,0.07,1.93,+3.63%,"27.57 to 1",5.71%,9.5%
"Downloaded from Barchart.com as of 08-29-2025 08:50pm CDT"
