Symbol,Price~,"Exp Date",DTE,Strike,Type,Moneyness,Bid,"BE (Bid)","%BE (Bid)",Volume,"Open Int","IV Rank",Delta,Return,"Ann Rtn","Ptnl Rtn","Profit Prob"
AAPL,232.72,2025-09-19,21,242.50,Call,-4.20%,1.7,231.02,-0.73%,645,1757,14.48%,-0.241458,0.7%,12.8%,5.0%,55.5%
AAPL,232.72,2025-09-19,21,245.00,Call,-5.28%,1.19,231.53,-0.51%,2385,51597,14.48%,-0.185136,0.5%,8.9%,5.8%,53.9%
AMD,163.27,2025-09-19,21,162.50,Call,+0.47%,6.7,156.57,-4.10%,880,859,12.11%,-0.545234,3.8%,65.8%,3.8%,66.9%
AMD,163.27,2025-09-19,21,165.00,Call,-1.06%,5.45,157.82,-3.34%,2350,10695,12.11%,-0.481742,3.5%,60.0%,4.5%,63.9%
AMD,163.27,2025-09-19,21,167.50,Call,-2.59%,4.4,158.87,-2.69%,524,2220,12.11%,-0.418274,2.8%,48.1%,5.4%,61.4%
AMD,163.27,2025-09-19,21,170.00,Call,-4.12%,3.55,159.72,-2.17%,2357,13837,12.11%,-0.359208,2.2%,38.6%,6.4%,59.1%
AMD,163.27,2025-09-19,21,172.50,Call,-5.65%,2.79,160.48,-1.71%,433,2760,12.11%,-0.302481,1.7%,30.2%,7.5%,57.2%
AMD,163.27,2025-09-19,21,175.00,Call,-7.18%,2.2,161.07,-1.35%,1253,16980,12.11%,-0.251301,1.4%,23.7%,8.6%,55.7%
AMD,163.27,2025-10-03,35,170.00,Call,-4.12%,5.4,157.87,-3.31%,259,712,12.11%,-0.406379,3.4%,35.7%,7.7%,60.7%
AMD,163.27,2025-10-03,35,175.00,Call,-7.18%,3.8,159.47,-2.33%,55,405,12.11%,-0.316734,2.4%,24.9%,9.7%,57.6%
AMD,163.27,2025-09-26,28,162.50,Call,+0.47%,7.75,155.52,-4.75%,738,1031,12.11%,-0.54765,4.5%,58.5%,4.5%,66.9%
AMD,163.27,2025-09-26,28,165.00,Call,-1.06%,6.5,156.77,-3.98%,194,799,12.11%,-0.492518,4.1%,54.0%,5.2%,64.4%
AMD,163.27,2025-09-26,28,167.50,Call,-2.59%,5.4,157.87,-3.31%,175,1215,12.11%,-0.439068,3.4%,44.6%,6.1%,61.9%
AMD,163.27,2025-09-26,28,170.00,Call,-4.12%,4.5,158.77,-2.76%,495,1472,12.11%,-0.385409,2.8%,36.9%,7.1%,60.0%
AMD,163.27,2025-09-26,28,172.50,Call,-5.65%,3.7,159.57,-2.27%,106,776,12.11%,-0.335591,2.3%,30.2%,8.1%,58.3%
AMD,163.27,2025-09-26,28,175.00,Call,-7.18%,3,160.27,-1.84%,253,1396,12.11%,-0.289724,1.9%,24.4%,9.2%,56.7%
AMZN,228.8,2025-10-03,35,230.00,Call,-0.52%,6.5,222.3,-2.84%,204,548,1.75%,-0.508902,2.9%,30.5%,3.5%,65.5%
AMZN,228.8,2025-10-03,35,235.00,Call,-2.71%,4.2,224.6,-1.84%,319,621,1.75%,-0.388573,1.9%,19.5%,4.6%,60.3%
AMZN,228.8,2025-10-03,35,240.00,Call,-4.90%,2.54,226.26,-1.11%,634,1565,1.75%,-0.27508,1.1%,11.7%,6.1%,56.4%
AMZN,228.8,2025-10-03,35,245.00,Call,-7.08%,1.45,227.35,-0.63%,64,1039,1.75%,-0.180322,0.6%,6.7%,7.8%,53.7%
AMZN,228.8,2025-09-19,21,230.00,Call,-0.52%,4.65,224.15,-2.03%,4456,27488,1.75%,-0.490692,2.1%,36.1%,2.6%,64.6%
AMZN,228.8,2025-09-19,21,232.50,Call,-1.62%,3.5,225.3,-1.53%,441,3037,1.75%,-0.410451,1.6%,27.0%,3.2%,61.3%
AMZN,228.8,2025-09-19,21,235.00,Call,-2.71%,2.54,226.26,-1.11%,3077,27721,1.75%,-0.33135,1.1%,19.5%,3.9%,58.4%
AMZN,228.8,2025-09-19,21,237.50,Call,-3.80%,1.79,227.01,-0.78%,472,2286,1.75%,-0.258555,0.8%,13.7%,4.6%,56.0%
AMZN,228.8,2025-09-19,21,240.00,Call,-4.90%,1.23,227.57,-0.54%,1274,32108,1.75%,-0.194453,0.5%,9.4%,5.5%,54.2%
AMZN,228.8,2025-09-26,28,230.00,Call,-0.52%,5.55,223.25,-2.43%,1162,1409,1.75%,-0.500482,2.5%,32.4%,3.0%,65.0%
AMZN,228.8,2025-09-26,28,235.00,Call,-2.71%,3.35,225.45,-1.46%,272,2232,1.75%,-0.362541,1.5%,19.4%,4.2%,59.5%
AMZN,228.8,2025-09-26,28,240.00,Call,-4.90%,1.86,226.94,-0.81%,363,2835,1.75%,-0.238433,0.8%,10.7%,5.8%,55.4%
AVGO,295,2025-09-26,28,300.00,Call,-1.69%,13.45,281.55,-4.56%,381,457,30.95%,-0.488955,4.8%,62.3%,6.6%,64.1%
AVGO,295,2025-09-26,28,305.00,Call,-3.39%,11.4,283.6,-3.86%,80,313,30.95%,-0.437211,4.0%,52.4%,7.5%,62.1%
AVGO,295,2025-09-26,28,310.00,Call,-5.08%,9.55,285.45,-3.24%,224,427,30.95%,-0.388044,3.3%,43.6%,8.6%,60.1%
AVGO,295,2025-09-19,21,295.00,Call,0.00%,14.65,280.35,-4.97%,362,408,30.95%,-0.538142,5.2%,90.8%,5.2%,66.5%
AVGO,295,2025-09-19,21,297.50,Call,-0.85%,13.45,281.55,-4.56%,270,434,30.95%,-0.50998,4.8%,83.0%,5.7%,65.2%
AVGO,295,2025-09-19,21,300.00,Call,-1.69%,12.3,282.7,-4.17%,1404,9194,30.95%,-0.481883,4.4%,75.6%,6.1%,64.0%
AVGO,295,2025-09-19,21,302.50,Call,-2.54%,11.2,283.8,-3.80%,86,449,30.95%,-0.454323,3.9%,68.6%,6.6%,62.7%
AVGO,295,2025-09-19,21,305.00,Call,-3.39%,10.2,284.8,-3.46%,548,1345,30.95%,-0.426581,3.6%,62.2%,7.1%,61.7%
AVGO,295,2025-09-19,21,310.00,Call,-5.08%,8.35,286.65,-2.83%,1155,10530,30.95%,-0.372667,2.9%,50.6%,8.1%,59.6%
AVGO,295,2025-09-19,21,315.00,Call,-6.78%,6.85,288.15,-2.32%,310,1684,30.95%,-0.323472,2.4%,41.3%,9.3%,57.9%
AVGO,295,2025-09-19,21,317.50,Call,-7.63%,6.15,288.85,-2.08%,111,392,30.95%,-0.298525,2.1%,37.0%,9.9%,57.1%
BRK.B,505.71,2025-09-19,21,505.00,Call,+0.14%,7.55,498.16,-1.49%,494,3159,4.57%,-0.543644,1.4%,23.9%,1.4%,67.1%
BRK.B,505.71,2025-09-19,21,510.00,Call,-0.85%,5.15,500.56,-1.02%,279,2012,4.57%,-0.427048,1.0%,17.9%,1.9%,62.0%
BRK.B,505.71,2025-09-19,21,512.50,Call,-1.34%,4.15,501.56,-0.82%,85,392,4.57%,-0.370381,0.8%,14.4%,2.2%,59.7%
BRK.B,505.71,2025-09-19,21,515.00,Call,-1.84%,3.35,502.36,-0.66%,168,1134,4.57%,-0.316832,0.7%,11.6%,2.5%,57.9%
BRK.B,505.71,2025-09-19,21,520.00,Call,-2.83%,2.11,503.6,-0.42%,317,2248,4.57%,-0.223334,0.4%,7.3%,3.3%,55.0%
BRK.B,505.71,2025-09-19,21,525.00,Call,-3.81%,1.32,504.39,-0.26%,134,1154,4.57%,-0.15241,0.3%,4.5%,4.1%,53.0%
CAT,416.56,2025-09-19,21,420.00,Call,-0.83%,7.8,408.76,-1.87%,115,3714,6.12%,-0.461269,1.9%,33.2%,2.7%,63.2%
CAT,416.56,2025-09-19,21,430.00,Call,-3.23%,3.95,412.61,-0.95%,108,2031,6.12%,-0.300946,1.0%,16.6%,4.2%,56.8%
CAT,416.56,2025-09-19,21,440.00,Call,-5.63%,1.84,414.72,-0.44%,500,1473,6.12%,-0.16941,0.4%,7.7%,6.1%,53.2%
CRM,254.82,2025-09-19,21,255.00,Call,-0.07%,12,242.82,-4.71%,369,498,63.61%,-0.528325,4.9%,85.9%,5.0%,65.9%
CRM,254.82,2025-09-19,21,260.00,Call,-2.03%,9.8,245.02,-3.85%,344,4754,63.61%,-0.462945,4.0%,69.5%,6.1%,63.0%
CRM,254.82,2025-09-19,21,270.00,Call,-5.96%,6.25,248.57,-2.45%,934,4910,63.61%,-0.33918,2.5%,43.7%,8.6%,58.4%
CSCO,69.03,2025-09-26,28,72.00,Call,-4.30%,0.36,68.67,-0.52%,25,823,17.39%,-0.21014,0.5%,6.8%,4.8%,54.3%
CSCO,69.03,2025-09-19,21,69.00,Call,+0.04%,1.25,67.78,-1.81%,86,6652,17.39%,-0.525746,1.8%,31.3%,1.8%,66.3%
CSCO,69.03,2025-09-19,21,70.00,Call,-1.41%,0.77,68.26,-1.12%,564,42915,17.39%,-0.392951,1.1%,19.6%,2.5%,60.4%
DIS,118.42,2025-09-26,28,120.00,Call,-1.33%,1.99,116.43,-1.68%,90,1528,7.75%,-0.424948,1.7%,22.3%,3.1%,61.7%
DIS,118.42,2025-09-26,28,121.00,Call,-2.18%,1.6,116.82,-1.35%,28,490,7.75%,-0.367178,1.4%,17.9%,3.6%,59.6%
DIS,118.42,2025-09-19,21,118.00,Call,+0.35%,2.61,115.81,-2.20%,97,780,7.75%,-0.540914,1.9%,32.9%,1.9%,66.8%
DIS,118.42,2025-09-19,21,119.00,Call,-0.49%,2.08,116.34,-1.76%,225,835,7.75%,-0.475425,1.8%,31.1%,2.3%,63.5%
DIS,118.42,2025-09-19,21,120.00,Call,-1.33%,1.64,116.78,-1.38%,2068,11016,7.75%,-0.406,1.4%,24.4%,2.8%,61.2%
DIS,118.42,2025-09-19,21,121.00,Call,-2.18%,1.26,117.16,-1.06%,37,2162,7.75%,-0.343794,1.1%,18.7%,3.3%,58.6%
DIS,118.42,2025-09-19,21,122.00,Call,-3.02%,0.96,117.46,-0.81%,36,483,7.75%,-0.283434,0.8%,14.2%,3.9%,56.6%
DIS,118.42,2025-09-19,21,125.00,Call,-5.56%,0.43,117.99,-0.36%,275,30274,7.75%,-0.15282,0.4%,6.3%,5.9%,52.8%
GOOGL,212.22,2025-09-26,28,215.00,Call,-1.31%,5.7,206.52,-2.69%,78,936,23.77%,-0.464661,2.8%,35.9%,4.2%,63.4%
GOOGL,212.22,2025-09-26,28,220.00,Call,-3.67%,3.75,208.47,-1.77%,446,1619,23.77%,-0.351594,1.8%,23.4%,5.6%,58.9%
GOOGL,212.22,2025-09-26,28,225.00,Call,-6.02%,2.4,209.82,-1.13%,142,1696,23.77%,-0.251428,1.1%,14.9%,7.3%,55.8%
GOOGL,212.22,2025-09-19,21,212.50,Call,-0.13%,6.1,206.12,-2.87%,264,2559,23.77%,-0.51806,3.0%,51.4%,3.2%,65.9%
GOOGL,212.22,2025-09-19,21,215.00,Call,-1.31%,4.95,207.27,-2.33%,2208,23492,23.77%,-0.453176,2.4%,41.5%,3.8%,62.9%
GOOGL,212.22,2025-09-19,21,217.50,Call,-2.49%,3.9,208.32,-1.84%,269,2920,23.77%,-0.388592,1.9%,32.5%,4.5%,60.3%
GOOGL,212.22,2025-09-19,21,220.00,Call,-3.67%,3.05,209.17,-1.44%,3015,44747,23.77%,-0.328375,1.5%,25.3%,5.3%,58.1%
GOOGL,212.22,2025-09-19,21,222.50,Call,-4.84%,2.39,209.83,-1.13%,472,1133,23.77%,-0.271997,1.1%,19.8%,6.1%,56.4%
GOOGL,212.22,2025-09-19,21,225.00,Call,-6.02%,1.83,210.39,-0.86%,587,16294,23.77%,-0.222695,0.9%,15.1%,7.0%,54.9%
GOOGL,212.22,2025-09-19,21,227.50,Call,-7.20%,1.4,210.82,-0.66%,131,360,23.77%,-0.179724,0.7%,11.5%,8.0%,53.7%
GOOGL,212.22,2025-10-03,35,215.00,Call,-1.31%,6.5,205.72,-3.06%,452,423,23.77%,-0.475158,3.2%,32.9%,4.6%,63.8%
GOOGL,212.22,2025-10-03,35,220.00,Call,-3.67%,4.5,207.72,-2.12%,56,506,23.77%,-0.372193,2.2%,22.6%,6.0%,59.7%
GS,745.63,2025-09-19,21,750.00,Call,-0.59%,15.95,729.68,-2.14%,697,2070,10.42%,-0.482119,2.2%,38.0%,2.8%,64.3%
GS,745.63,2025-09-19,21,760.00,Call,-1.93%,11.45,734.18,-1.54%,99,765,10.42%,-0.392201,1.6%,27.1%,3.5%,60.5%
HD,406.23,2025-09-19,21,405.00,Call,+0.30%,6.65,399.58,-1.64%,44,775,3.17%,-0.546539,1.9%,33.6%,1.9%,67.2%
HD,406.23,2025-09-19,21,410.00,Call,-0.93%,4.35,401.88,-1.07%,58,6524,3.17%,-0.416807,1.1%,18.7%,2.6%,61.3%
HD,406.23,2025-09-19,21,420.00,Call,-3.39%,1.55,404.68,-0.38%,92,2690,3.17%,-0.200986,0.4%,6.6%,4.4%,54.0%
JNJ,176.31,2025-09-19,21,177.50,Call,-0.67%,1.87,174.44,-1.06%,238,2027,9.40%,-0.431423,1.1%,18.6%,1.8%,62.1%
JNJ,176.31,2025-09-19,21,180.00,Call,-2.09%,0.95,175.36,-0.54%,623,6393,9.40%,-0.275834,0.5%,9.4%,2.6%,56.4%
JNJ,176.31,2025-09-19,21,182.50,Call,-3.51%,0.45,175.86,-0.26%,103,2278,9.40%,-0.158867,0.3%,4.4%,3.8%,53.0%
JPM,302.7,2025-10-03,35,305.00,Call,-0.76%,6.85,295.85,-2.26%,196,5221,7.76%,-0.474193,2.3%,24.1%,3.1%,63.8%
JPM,302.7,2025-09-26,28,310.00,Call,-2.41%,3.7,299,-1.22%,105,451,7.76%,-0.347044,1.2%,16.1%,3.7%,58.9%
JPM,302.7,2025-09-26,28,315.00,Call,-4.06%,2.18,300.52,-0.72%,319,378,7.76%,-0.240193,0.7%,9.5%,4.8%,55.4%
JPM,302.7,2025-09-26,28,320.00,Call,-5.72%,1.2,301.5,-0.40%,80,363,7.76%,-0.155093,0.4%,5.2%,6.1%,53.0%
JPM,302.7,2025-09-19,21,302.50,Call,+0.07%,6.05,296.65,-2.00%,107,657,7.76%,-0.517422,2.0%,34.3%,2.0%,65.9%
JPM,302.7,2025-09-19,21,305.00,Call,-0.76%,4.75,297.95,-1.57%,153,3459,7.76%,-0.448877,1.6%,27.7%,2.4%,63.0%
JPM,302.7,2025-09-19,21,307.50,Call,-1.59%,3.65,299.05,-1.21%,27,1027,7.76%,-0.379734,1.2%,21.2%,2.8%,60.2%
JPM,302.7,2025-09-19,21,310.00,Call,-2.41%,2.75,299.95,-0.91%,621,5327,7.76%,-0.314109,0.9%,15.9%,3.4%,57.8%
JPM,302.7,2025-09-19,21,312.50,Call,-3.24%,2.01,300.69,-0.66%,31,339,7.76%,-0.252224,0.7%,11.6%,3.9%,55.8%
JPM,302.7,2025-09-19,21,315.00,Call,-4.06%,1.43,301.27,-0.47%,187,3018,7.76%,-0.196014,0.5%,8.3%,4.6%,54.2%
LLY,732.31,2025-09-19,21,732.50,Call,-0.03%,18.2,714.11,-2.49%,332,861,6.47%,-0.516069,2.5%,44.3%,2.6%,65.6%
LLY,732.31,2025-09-19,21,730.00,Call,+0.32%,19.55,712.76,-2.67%,95,1012,6.47%,-0.537738,2.4%,42.0%,2.4%,66.7%
LLY,732.31,2025-09-19,21,735.00,Call,-0.37%,17.05,715.26,-2.33%,137,710,6.47%,-0.494494,2.4%,41.4%,2.8%,64.6%
LLY,732.31,2025-09-19,21,740.00,Call,-1.05%,14.7,717.61,-2.01%,68,1134,6.47%,-0.451145,2.0%,35.6%,3.1%,62.7%
LLY,732.31,2025-09-19,21,750.00,Call,-2.42%,10.85,721.46,-1.48%,159,3637,6.47%,-0.36645,1.5%,26.1%,4.0%,59.5%
LLY,732.31,2025-09-19,21,760.00,Call,-3.78%,7.65,724.66,-1.04%,41,960,6.47%,-0.287264,1.1%,18.3%,4.9%,56.8%
LLY,732.31,2025-09-19,21,770.00,Call,-5.15%,5.35,726.96,-0.73%,36,1677,6.47%,-0.221632,0.7%,12.8%,5.9%,54.7%
LLY,732.31,2025-09-19,21,780.00,Call,-6.51%,3.65,728.66,-0.50%,27,1785,6.47%,-0.163115,0.5%,8.7%,7.0%,53.2%
LLY,732.31,2025-09-26,28,740.00,Call,-1.05%,18.2,714.11,-2.49%,52,1092,6.47%,-0.466866,2.5%,33.2%,3.6%,63.2%
MA,596.72,2025-09-19,21,600.00,Call,-0.55%,8,588.72,-1.34%,45,1298,8.11%,-0.461491,1.4%,23.6%,1.9%,63.1%
MA,596.72,2025-09-19,21,610.00,Call,-2.23%,4,592.72,-0.67%,408,497,8.11%,-0.294016,0.7%,11.7%,2.9%,57.0%
MA,596.72,2025-09-19,21,620.00,Call,-3.90%,1.75,594.97,-0.29%,26,6532,8.11%,-0.160142,0.3%,5.1%,4.2%,53.2%
META,739.9,2025-09-26,28,750.00,Call,-1.37%,17.05,722.85,-2.30%,94,459,2.07%,-0.456761,2.4%,30.7%,3.8%,63.1%
META,739.9,2025-09-26,28,755.00,Call,-2.04%,14.85,725.05,-2.01%,44,334,2.07%,-0.418609,2.0%,26.7%,4.1%,61.5%
META,739.9,2025-09-26,28,760.00,Call,-2.72%,12.9,727,-1.74%,446,1151,2.07%,-0.380905,1.8%,23.1%,4.5%,60.1%
META,739.9,2025-09-26,28,770.00,Call,-4.07%,9.55,730.35,-1.29%,85,328,2.07%,-0.308974,1.3%,17.0%,5.4%,57.6%
META,739.9,2025-09-26,28,785.00,Call,-6.10%,5.9,734,-0.80%,272,385,2.07%,-0.215254,0.8%,10.5%,6.9%,54.7%
META,739.9,2025-09-26,28,790.00,Call,-6.77%,4.95,734.95,-0.67%,46,639,2.07%,-0.189104,0.7%,8.8%,7.5%,53.9%
META,739.9,2025-09-19,21,740.00,Call,-0.01%,18.7,721.2,-2.53%,753,2027,2.07%,-0.529527,2.6%,45.1%,2.6%,66.4%
META,739.9,2025-09-19,21,745.00,Call,-0.69%,16.15,723.75,-2.18%,627,762,2.07%,-0.484881,2.2%,38.8%,2.9%,64.3%
META,739.9,2025-09-19,21,750.00,Call,-1.37%,13.85,726.05,-1.87%,557,4964,2.07%,-0.440004,1.9%,33.2%,3.3%,62.4%
META,739.9,2025-09-19,21,755.00,Call,-2.04%,11.75,728.15,-1.59%,370,1491,2.07%,-0.395377,1.6%,28.0%,3.7%,60.7%
META,739.9,2025-09-19,21,760.00,Call,-2.72%,9.9,730,-1.34%,373,2565,2.07%,-0.352606,1.4%,23.6%,4.1%,59.0%
META,739.9,2025-09-19,21,765.00,Call,-3.39%,8.3,731.6,-1.12%,164,1580,2.07%,-0.309933,1.1%,19.7%,4.6%,57.7%
META,739.9,2025-09-19,21,770.00,Call,-4.07%,6.9,733,-0.93%,689,4302,2.07%,-0.271714,0.9%,16.4%,5.0%,56.4%
META,739.9,2025-09-19,21,775.00,Call,-4.74%,5.75,734.15,-0.78%,360,1970,2.07%,-0.236131,0.8%,13.6%,5.6%,55.3%
META,739.9,2025-09-19,21,780.00,Call,-5.42%,4.75,735.15,-0.64%,927,4659,2.07%,-0.203724,0.6%,11.2%,6.1%,54.4%
META,739.9,2025-09-19,21,785.00,Call,-6.10%,3.9,736,-0.53%,381,1592,2.07%,-0.173999,0.5%,9.2%,6.7%,53.6%
MS,150.37,2025-09-19,21,150.00,Call,+0.25%,3.6,146.77,-2.39%,57,5022,6.82%,-0.532858,2.2%,38.3%,2.2%,66.6%
MS,150.37,2025-09-19,21,155.00,Call,-3.08%,1.37,149,-0.91%,93,6381,6.82%,-0.290357,0.9%,16.0%,4.0%,57.1%
MS,150.37,2025-09-19,21,157.50,Call,-4.74%,0.73,149.64,-0.49%,40,5283,6.82%,-0.186681,0.5%,8.5%,5.3%,53.9%
MSFT,508.38,2025-09-19,21,507.50,Call,+0.17%,9.95,498.43,-1.96%,397,979,5.21%,-0.549773,1.8%,31.6%,1.8%,67.5%
MSFT,508.38,2025-09-19,21,510.00,Call,-0.32%,8.55,499.83,-1.68%,737,11613,5.21%,-0.504722,1.7%,29.7%,2.0%,65.3%
MSFT,508.38,2025-09-19,21,512.50,Call,-0.81%,7.3,501.08,-1.44%,577,323,5.21%,-0.458663,1.5%,25.3%,2.3%,63.3%
MSFT,508.38,2025-09-19,21,515.00,Call,-1.30%,6.15,502.23,-1.21%,506,6385,5.21%,-0.412268,1.2%,21.3%,2.5%,61.4%
MSFT,508.38,2025-09-19,21,517.50,Call,-1.79%,5.15,503.23,-1.01%,98,1475,5.21%,-0.366767,1.0%,17.8%,2.8%,59.7%
MSFT,508.38,2025-09-19,21,520.00,Call,-2.29%,4.25,504.13,-0.84%,1106,7705,5.21%,-0.322241,0.8%,14.7%,3.1%,58.1%
MSFT,508.38,2025-09-19,21,525.00,Call,-3.27%,2.89,505.49,-0.57%,334,14194,5.21%,-0.242215,0.6%,9.9%,3.9%,55.5%
MSFT,508.38,2025-09-19,21,527.50,Call,-3.76%,2.35,506.03,-0.46%,257,622,5.21%,-0.20679,0.5%,8.1%,4.2%,54.5%
MSFT,508.38,2025-09-19,21,530.00,Call,-4.25%,1.9,506.48,-0.37%,2549,10346,5.21%,-0.174955,0.4%,6.5%,4.6%,53.7%
MSFT,508.38,2025-09-26,28,510.00,Call,-0.32%,10.2,498.18,-2.01%,172,1019,5.21%,-0.512229,2.0%,26.7%,2.4%,65.7%
MSFT,508.38,2025-09-26,28,515.00,Call,-1.30%,7.75,500.63,-1.52%,41,1111,5.21%,-0.433321,1.5%,20.2%,2.9%,62.3%
MSFT,508.38,2025-09-26,28,520.00,Call,-2.29%,5.7,502.68,-1.12%,92,848,5.21%,-0.354942,1.1%,14.8%,3.4%,59.2%
MSFT,508.38,2025-09-26,28,525.00,Call,-3.27%,4.1,504.28,-0.81%,86,732,5.21%,-0.281908,0.8%,10.6%,4.1%,56.7%
MSFT,508.38,2025-09-26,28,530.00,Call,-4.25%,2.91,505.47,-0.57%,154,1320,5.21%,-0.217981,0.6%,7.5%,4.9%,54.8%
MSFT,508.38,2025-09-26,28,535.00,Call,-5.24%,2.01,506.37,-0.40%,69,952,5.21%,-0.162562,0.4%,5.2%,5.7%,53.3%
MSFT,508.38,2025-10-03,35,520.00,Call,-2.29%,7.25,501.13,-1.43%,153,415,5.21%,-0.381436,1.4%,15.1%,3.8%,60.2%
NFLX,1204.5,2025-09-19,21,"1,220.00",Call,-1.29%,22.05,1182.45,-1.83%,195,1490,8.00%,-0.443133,1.9%,32.4%,3.2%,62.4%
NFLX,1204.5,2025-09-19,21,"1,230.00",Call,-2.12%,17.9,1186.6,-1.49%,83,329,8.00%,-0.386701,1.5%,26.2%,3.7%,60.3%
NFLX,1204.5,2025-09-19,21,"1,240.00",Call,-2.95%,14.6,1189.9,-1.21%,124,1158,8.00%,-0.333541,1.2%,21.3%,4.2%,58.4%
NFLX,1204.5,2025-09-19,21,"1,250.00",Call,-3.78%,11.5,1193,-0.95%,532,799,8.00%,-0.284512,1.0%,16.8%,4.8%,56.6%
NFLX,1204.5,2025-09-19,21,"1,260.00",Call,-4.61%,9.15,1195.35,-0.76%,205,1828,8.00%,-0.237999,0.8%,13.3%,5.4%,55.3%
NFLX,1204.5,2025-09-19,21,"1,270.00",Call,-5.44%,7.35,1197.15,-0.61%,139,543,8.00%,-0.197488,0.6%,10.7%,6.1%,54.3%
NFLX,1204.5,2025-09-19,21,"1,280.00",Call,-6.27%,5.85,1198.65,-0.49%,119,2584,8.00%,-0.166532,0.5%,8.5%,6.8%,53.3%
NFLX,1204.5,2025-09-26,28,"1,210.00",Call,-0.46%,32.15,1172.35,-2.67%,39,362,8.00%,-0.508063,2.7%,35.7%,3.2%,65.3%
NVDA,174.6,2025-09-26,28,175.00,Call,-0.23%,6.5,168.1,-3.72%,4525,3538,6.86%,-0.519504,3.9%,50.4%,4.1%,65.7%
NVDA,174.6,2025-09-26,28,180.00,Call,-3.09%,4.25,170.35,-2.43%,5193,8916,6.86%,-0.397369,2.5%,32.5%,5.7%,60.6%
NVDA,174.6,2025-09-26,28,185.00,Call,-5.96%,2.63,171.97,-1.51%,4435,8011,6.86%,-0.284441,1.5%,19.9%,7.6%,56.7%
NVDA,174.6,2025-09-19,21,175.00,Call,-0.23%,5.5,169.1,-3.15%,11431,64141,6.86%,-0.512847,3.3%,56.5%,3.5%,65.5%
NVDA,174.6,2025-09-19,21,177.50,Call,-1.66%,4.3,170.3,-2.46%,4382,4093,6.86%,-0.441385,2.5%,43.9%,4.2%,62.3%
NVDA,174.6,2025-09-19,21,180.00,Call,-3.09%,3.3,171.3,-1.89%,19160,40757,6.86%,-0.370593,1.9%,33.5%,5.1%,59.7%
NVDA,174.6,2025-09-19,21,182.50,Call,-4.52%,2.49,172.11,-1.43%,5542,8972,6.86%,-0.303564,1.4%,25.1%,6.0%,57.4%
NVDA,174.6,2025-09-19,21,185.00,Call,-5.96%,1.85,172.75,-1.06%,20701,103079,6.86%,-0.243741,1.1%,18.6%,7.1%,55.5%
NVDA,174.6,2025-09-19,21,187.50,Call,-7.39%,1.36,173.24,-0.78%,2265,14409,6.86%,-0.192187,0.8%,13.6%,8.2%,54.1%
NVDA,174.6,2025-10-03,35,175.00,Call,-0.23%,7.4,167.2,-4.24%,2028,645,6.86%,-0.525312,4.4%,46.2%,4.7%,65.9%
NVDA,174.6,2025-10-03,35,180.00,Call,-3.09%,5.1,169.5,-2.92%,5547,4896,6.86%,-0.417763,3.0%,31.4%,6.2%,61.2%
NVDA,174.6,2025-10-03,35,185.00,Call,-5.96%,3.4,171.2,-1.95%,8605,3761,6.86%,-0.315336,2.0%,20.7%,8.1%,57.6%
NVDA,174.6,2025-10-10,42,180.00,Call,-3.09%,5.9,168.7,-3.38%,1110,618,6.86%,-0.432237,3.5%,30.4%,6.7%,61.8%
